"Date","Price","Open","High","Low","Vol.","Change %"
"06/14/2023","59,985.10","58,163.76","60,072.73","58,163.76","1.30B","3.13%"
"06/13/2023","58,163.55","55,930.97","58,195.59","55,930.97","1.19B","3.99%"
"06/09/2023","55,930.97","55,956.59","55,998.75","55,867.98","574.63M","-0.05%"
"06/08/2023","55,956.59","56,024.83","56,030.97","55,361.68","531.78M","-0.12%"
"06/07/2023","56,025.56","56,038.85","56,089.52","56,006.80","397.62M","-0.02%"
"06/06/2023","56,038.85","55,806.71","56,038.85","55,768.37","322.49M","0.42%"
"06/05/2023","55,807.09","55,820.50","55,820.50","55,694.52","369.75M","-0.03%"
"06/02/2023","55,822.82","55,808.25","55,828.59","55,570.81","455.76M","0.03%"
"06/01/2023","55,808.25","55,769.91","55,832.68","55,713.60","390.22M","0.07%"
"05/31/2023","55,769.28","55,741.49","55,800.21","55,436.50","661.51M","0.04%"
"05/30/2023","55,745.74","52,973.88","55,745.74","52,973.88","1.08B","5.23%"
"05/26/2023","52,973.88","52,821.60","52,991.18","52,415.13","461.78M","0.29%"
"05/25/2023","52,821.64","52,927.60","52,928.28","52,723.15","377.14M","-0.20%"
"05/24/2023","52,927.60","52,621.19","52,942.62","52,581.88","455.18M","0.58%"
"05/23/2023","52,621.19","52,374.89","52,621.19","52,361.95","350.97M","0.48%"
"05/22/2023","52,369.13","52,187.93","52,369.13","52,145.28","315.68M","0.35%"
"05/19/2023","52,187.93","52,109.45","52,187.93","52,064.86","584.66M","0.15%"
"05/18/2023","52,109.43","52,063.21","52,139.51","52,044.02","334.24M","-0.90%"
"05/17/2023","52,580.86","52,417.09","52,636.93","52,417.09","680.80M","0.31%"
"05/16/2023","52,419.33","52,231.29","52,436.45","52,231.29","576.85M","0.36%"
"05/15/2023","52,231.29","52,214.62","52,250.73","52,212.44","626.39M","0.03%"
"05/12/2023","52,214.62","52,162.14","52,215.66","52,159.75","1.42B","0.10%"
"05/11/2023","52,161.24","52,202.53","52,251.68","52,100.03","477.27M","-0.09%"
"05/10/2023","52,209.31","52,605.41","52,684.07","52,077.15","554.31M","-0.76%"
"05/09/2023","52,606.51","52,576.26","52,658.89","52,551.76","640.95M","0.05%"
"05/08/2023","52,579.52","52,465.33","52,622.37","52,465.33","511.37M","0.22%"
"05/05/2023","52,466.52","52,290.75","52,469.78","52,273.06","482.58M","0.34%"
"05/04/2023","52,290.75","52,207.77","52,308.82","52,207.77","770.12M","0.16%"
"05/03/2023","52,207.77","52,296.48","52,300.31","52,172.84","670.08M","-0.17%"
"05/02/2023","52,299.24","52,406.88","52,426.46","52,088.98","418.40M","-0.20%"
"04/28/2023","52,403.51","52,235.88","52,468.51","52,223.82","472.13M","0.32%"
"04/27/2023","52,235.88","52,097.62","52,308.30","52,084.74","2.33B","0.27%"
"04/26/2023","52,097.62","51,608.39","52,108.38","51,605.13","1.48B","0.81%"
"04/25/2023","51,681.01","51,407.96","51,681.55","51,407.96","541.96M","0.63%"
"04/20/2023","51,355.74","51,237.16","51,363.29","51,019.11","600.77M","0.29%"
"04/19/2023","51,209.01","51,138.92","51,209.01","51,138.92","216.53M","0.15%"
"04/18/2023","51,134.85","51,127.38","51,144.76","51,105.04","1.03B","0.03%"
"04/17/2023","51,120.94","51,709.50","51,710.82","51,095.23","226.59M","-1.51%"
"04/14/2023","51,903.61","51,944.58","51,954.90","51,886.65","260.70M","-0.08%"
"04/13/2023","51,944.58","51,953.41","51,981.35","51,941.27","302.92M","-0.02%"
"04/12/2023","51,953.41","51,952.99","51,960.77","51,935.95","255.16M","0.00%"
"04/11/2023","51,952.99","52,994.13","52,997.10","51,945.98","1.72B","-1.96%"
"04/06/2023","52,994.13","53,018.97","53,031.41","52,991.04","266.95M","-0.05%"
"04/05/2023","53,018.97","54,035.39","54,041.08","53,003.51","197.21M","-1.97%"
"04/04/2023","54,082.96","54,187.48","54,206.00","54,051.37","296.68M","-0.20%"
"04/03/2023","54,190.28","54,232.34","54,236.59","54,186.51","292.56M","-1.22%"
"03/31/2023","54,857.96","54,413.21","54,869.86","54,413.21","557.93M","0.82%"
"03/30/2023","54,413.21","53,603.80","54,413.21","53,603.80","973.58M","1.51%"
"03/29/2023","53,603.80","53,124.63","53,668.06","53,124.16","236.06M","0.20%"
"03/28/2023","53,498.27","53,750.77","53,876.52","53,498.27","202.85M","-0.47%"
"03/27/2023","53,750.77","54,780.44","54,780.44","53,750.77","100.88M","-2.08%"
"03/24/2023","54,892.53","54,924.08","54,944.30","54,314.52","137.56M","-0.06%"
"03/23/2023","54,924.08","54,936.11","54,951.96","54,919.50","117.85M","-0.02%"
"03/22/2023","54,936.11","54,904.68","54,959.44","54,904.68","134.15M","0.06%"
"03/21/2023","54,904.68","54,886.04","54,921.85","54,880.02","127.74M","0.03%"
"03/20/2023","54,888.48","54,915.39","54,997.28","54,856.36","1.17B","-0.09%"
"03/17/2023","54,935.20","54,915.61","54,948.43","54,913.86","156.97M","0.04%"
"03/16/2023","54,915.61","55,490.20","55,490.20","54,844.29","137.28M","-1.04%"
"03/15/2023","55,490.20","55,722.90","55,722.99","55,441.60","181.04M","-0.42%"
"03/14/2023","55,722.90","55,788.37","55,788.37","55,693.39","199.27M","-0.12%"
"03/13/2023","55,788.37","55,794.51","55,926.89","55,788.37","179.03M","-0.01%"
"03/10/2023","55,794.51","55,822.14","55,827.87","55,779.25","275.92M","-0.05%"
"03/09/2023","55,822.14","55,801.14","55,830.28","55,629.24","311.47M","0.04%"
"03/08/2023","55,801.14","55,603.94","55,820.42","55,596.67","152.74M","0.35%"
"03/07/2023","55,603.94","55,605.57","55,623.29","55,522.41","159.46M","0.00%"
"03/06/2023","55,605.57","55,529.21","55,645.51","55,515.15","123.54M","0.14%"
"03/03/2023","55,529.21","55,670.08","55,710.62","55,529.21","184.24M","-0.25%"
"03/02/2023","55,670.24","55,510.10","55,670.24","55,281.94","205.66M","0.29%"
"03/01/2023","55,508.61","55,806.26","55,985.47","55,385.90","232.58M","-0.53%"
"02/28/2023","55,806.26","55,328.42","55,819.41","55,322.01","237.09M","0.86%"
"02/27/2023","55,328.42","54,949.21","55,334.96","54,941.76","149.77M","0.69%"
"02/24/2023","54,949.21","54,811.59","54,955.12","54,787.29","119.09M","0.55%"
"02/23/2023","54,646.38","54,315.53","54,646.38","54,315.42","142.04M","0.61%"
"02/22/2023","54,315.53","54,189.31","54,315.53","54,182.36","129.85M","0.23%"
"02/21/2023","54,189.31","54,224.35","54,224.54","54,182.61","129.11M","-0.06%"
"02/20/2023","54,224.35","53,804.46","54,229.61","53,796.91","154.61M","0.78%"
"02/17/2023","53,804.46","54,520.20","54,553.73","53,804.46","172.90M","-1.32%"
"02/16/2023","54,521.49","54,507.66","54,547.20","54,506.43","125.85M","0.03%"
"02/15/2023","54,507.66","54,496.31","54,513.44","54,475.44","134.43M","0.02%"
"02/14/2023","54,496.31","54,364.67","54,542.10","54,338.99","177.90M","0.24%"
"02/13/2023","54,364.67","54,327.30","54,378.64","54,327.30","140.64M","0.07%"
"02/10/2023","54,327.30","54,359.90","54,383.13","54,301.52","175.66M","-0.06%"
"02/09/2023","54,359.90","54,427.05","54,429.93","54,358.20","225.38M","-0.12%"
"02/08/2023","54,427.05","54,299.57","54,441.81","54,285.38","151.58M","0.23%"
"02/07/2023","54,299.76","54,367.86","54,369.44","54,236.37","200.04M","-0.13%"
"02/06/2023","54,367.74","54,213.09","54,367.74","54,206.40","191.64M","0.29%"
"02/03/2023","54,213.09","53,998.12","54,213.09","53,994.01","267.99M","0.40%"
"02/02/2023","53,998.12","53,499.31","53,998.12","53,483.40","2.87B","0.93%"
"02/01/2023","53,499.68","53,238.67","53,499.68","53,234.31","200.37M","0.49%"
"01/31/2023","53,238.67","53,157.49","53,299.54","53,157.49","250.19M","0.15%"
"01/30/2023","53,157.83","52,649.24","53,167.11","52,639.28","201.36M","0.95%"
"01/27/2023","52,657.88","52,752.96","52,753.28","52,213.70","171.11M","-0.18%"
"01/26/2023","52,752.96","52,599.65","52,752.96","52,599.65","139.68M","0.29%"
"01/25/2023","52,599.65","52,612.55","52,636.48","52,477.59","119.79M","-0.02%"
"01/24/2023","52,612.55","52,657.69","52,691.04","52,533.14","182.39M","-0.09%"
"01/23/2023","52,657.69","52,594.68","52,657.69","52,585.64","143.73M","0.12%"
"01/20/2023","52,594.68","52,626.42","52,642.34","52,586.87","443.75M","-0.06%"
"01/19/2023","52,626.42","52,615.51","52,631.80","52,603.89","129.03M","0.02%"
"01/18/2023","52,615.51","52,701.31","52,718.70","52,558.62","217.95M","-0.16%"
"01/17/2023","52,701.31","52,343.41","52,737.72","52,329.29","228.49M","0.67%"
"01/16/2023","52,348.82","52,512.48","52,519.61","52,348.82","220.65M","-0.31%"
"01/13/2023","52,512.48","52,048.85","52,512.48","52,048.85","216.92M","0.89%"
"01/12/2023","52,048.85","51,729.87","52,495.11","51,696.17","211.69M","0.62%"
"01/11/2023","51,729.87","51,446.60","51,746.32","51,369.76","281.80M","0.55%"
"01/10/2023","51,446.60","51,693.08","51,712.97","51,220.23","345.49M","-0.49%"
"01/09/2023","51,700.36","51,222.34","51,841.05","51,207.13","229.22M","0.93%"
"01/06/2023","51,222.34","50,868.52","51,222.34","50,830.51","195.71M","0.70%"
"01/05/2023","50,868.52","51,657.56","51,785.05","50,842.95","138.72M","-1.53%"
"01/04/2023","51,657.56","51,598.35","51,668.24","51,198.49","265.73M","0.12%"
"01/03/2023","51,595.66","51,251.06","51,595.66","51,241.36","129.17M","0.67%"
"12/30/2022","51,251.06","50,294.60","51,346.08","50,247.57","890.15M","1.89%"
"12/29/2022","50,300.00","49,934.60","50,313.18","49,934.60","297.94M","0.73%"
"12/28/2022","49,934.60","49,706.09","49,934.60","49,695.81","498.73M","0.46%"
"12/23/2022","49,706.09","49,499.43","49,737.10","49,493.53","140.32M","0.42%"
"12/22/2022","49,499.43","49,475.43","49,525.32","49,398.37","132.51M","0.05%"
"12/21/2022","49,475.43","49,416.51","49,492.97","49,416.51","411.15M","0.12%"
"12/20/2022","49,416.18","49,414.96","49,446.36","49,382.43","100.06M","0.00%"
"12/19/2022","49,414.96","49,316.20","49,414.96","49,316.20","76.74M","0.20%"
"12/16/2022","49,316.29","49,233.02","49,340.28","49,222.58","103.66M","0.17%"
"12/15/2022","49,233.02","48,988.04","49,249.96","48,979.10","222.74M","0.50%"
"12/14/2022","48,988.04","48,853.54","49,045.36","48,853.54","88.02M","0.28%"
"12/13/2022","48,853.54","48,899.08","49,101.57","48,820.32","162.87M","-0.09%"
"12/12/2022","48,899.08","48,881.93","48,901.96","48,853.33","236.58M","0.04%"
"12/09/2022","48,881.93","48,365.14","48,881.93","48,365.14","100.82M","1.07%"
"12/08/2022","48,365.14","48,426.49","48,572.14","48,183.06","148.16M","-0.13%"
"12/07/2022","48,426.49","48,366.69","48,426.49","48,348.67","146.21M","0.12%"
"12/06/2022","48,366.69","48,270.23","48,399.33","48,269.48","184.62M","0.20%"
"12/05/2022","48,270.23","48,154.65","48,373.03","48,154.65","185.11M","0.24%"
"12/02/2022","48,154.65","47,656.64","48,198.48","47,656.64","159.81M","1.04%"
"12/01/2022","47,656.64","47,660.04","47,769.38","47,537.87","172.89M","-0.01%"
"11/30/2022","47,660.04","47,322.97","47,662.71","47,318.90","107.02M","0.71%"
"11/29/2022","47,322.97","47,436.45","47,450.71","47,299.16","120.94M","-0.24%"
"11/28/2022","47,436.45","47,554.34","47,576.00","47,389.79","279.28M","-0.25%"
"11/25/2022","47,554.34","46,604.94","47,562.29","46,424.60","98.98M","2.04%"
"11/24/2022","46,604.94","46,232.60","46,604.94","46,186.63","138.60M","0.81%"
"11/23/2022","46,232.37","44,934.73","46,233.18","44,899.66","185.59M","2.90%"
"11/22/2022","44,929.33","44,662.96","44,976.21","44,662.96","126.08M","0.51%"
"11/21/2022","44,701.84","44,492.73","44,701.84","44,492.73","159.56M","0.47%"
"11/18/2022","44,492.73","44,011.22","44,492.73","44,001.70","146.68M","1.09%"
"11/17/2022","44,011.22","44,046.94","44,052.82","43,969.57","97.70M","-0.09%"
"11/16/2022","44,050.44","43,808.25","44,050.44","43,808.25","159.43M","0.55%"
"11/15/2022","43,808.25","43,818.12","43,857.81","43,788.18","103.42M","-0.02%"
"11/14/2022","43,818.12","43,956.76","43,956.76","43,770.82","187.08M","-0.34%"
"11/11/2022","43,968.75","43,943.46","43,994.65","43,924.32","209.71M","0.06%"
"11/10/2022","43,942.82","43,477.48","44,287.55","43,393.20","404.99M","1.07%"
"11/09/2022","43,477.48","43,461.60","44,071.41","43,448.58","133.40M","0.04%"
"11/08/2022","43,461.60","44,269.43","44,293.10","43,439.72","249.91M","-1.82%"
"11/07/2022","44,269.43","44,269.18","44,272.07","44,217.38","103.26M","0.00%"
"11/04/2022","44,269.18","44,236.70","44,275.32","44,171.50","356.73M","0.07%"
"11/03/2022","44,236.70","44,283.02","44,286.16","44,209.17","215.11M","-0.10%"
"11/02/2022","44,283.02","43,745.73","44,283.02","43,626.57","155.41M","1.23%"
"11/01/2022","43,745.73","43,835.94","43,968.82","43,657.95","172.87M","-0.21%"
"10/31/2022","43,839.08","43,910.65","43,912.82","43,650.20","160.91M","-0.17%"
"10/28/2022","43,912.64","44,625.18","44,625.18","43,671.26","122.79M","-1.60%"
"10/27/2022","44,625.18","44,859.78","44,883.39","44,615.15","150.97M","-0.52%"
"10/26/2022","44,859.78","44,788.14","44,887.55","44,767.49","93.51M","0.16%"
"10/25/2022","44,788.14","44,461.63","44,824.37","44,266.04","159.21M","0.73%"
"10/24/2022","44,461.63","44,396.73","44,491.61","44,368.24","72.32M","0.15%"
"10/21/2022","44,396.73","44,332.21","44,403.55","44,332.21","95.08M","0.15%"
"10/20/2022","44,332.21","44,318.15","44,341.65","44,294.21","119.22M","0.03%"
"10/19/2022","44,318.15","45,366.32","45,505.22","44,302.24","165.35M","-2.31%"
"10/18/2022","45,366.32","46,365.95","46,365.95","44,937.92","420.16M","-2.16%"
"10/17/2022","46,365.95","47,569.04","47,588.29","46,343.39","137.88M","-2.53%"
"10/14/2022","47,569.04","47,524.38","47,579.14","47,428.96","124.41M","0.09%"
"10/13/2022","47,524.38","47,531.84","47,550.47","47,486.80","86.54M","-0.02%"
"10/12/2022","47,531.84","47,565.92","47,572.78","47,529.93","155.18M","-0.07%"
"10/11/2022","47,565.92","47,351.43","47,664.66","47,195.25","125.65M","0.45%"
"10/07/2022","47,351.43","47,260.89","47,351.62","47,257.30","137.28M","0.19%"
"10/06/2022","47,260.89","48,836.70","48,890.97","47,238.35","140.66M","-3.23%"
"10/05/2022","48,836.70","48,879.74","48,919.32","48,818.20","135.52M","-0.09%"
"10/04/2022","48,879.74","49,035.07","49,038.76","48,865.47","173.46M","-0.29%"
"09/30/2022","49,024.16","48,967.56","49,024.16","48,945.43","356.73M","0.12%"
"09/29/2022","48,964.83","49,171.70","49,218.17","48,947.91","220.78M","-0.42%"
"09/28/2022","49,171.70","49,161.45","49,258.73","49,119.51","101.57M","0.02%"
"09/27/2022","49,161.45","49,189.32","49,223.31","49,154.50","206.20M","-0.12%"
"09/26/2022","49,218.35","49,053.91","49,226.12","49,053.91","119.28M","0.39%"
"09/23/2022","49,026.62","49,190.34","49,309.63","48,994.15","169.18M","-0.33%"
"09/22/2022","49,190.34","49,421.91","49,424.82","49,164.75","126.74M","-0.47%"
"09/21/2022","49,421.91","49,446.18","49,455.99","49,318.55","51.88M","-0.05%"
"09/20/2022","49,445.31","49,440.21","49,446.01","49,378.93","147.59M","0.01%"
"09/19/2022","49,440.21","49,475.42","49,479.45","49,400.12","67.37M","-0.07%"
"09/16/2022","49,475.42","49,540.48","49,543.81","49,470.28","107.49M","-0.13%"
"09/15/2022","49,540.48","49,578.83","49,579.34","49,534.65","167.60M","-0.07%"
"09/14/2022","49,576.05","49,627.72","49,637.12","49,573.60","197.26M","-0.10%"
"09/13/2022","49,627.72","49,625.71","49,655.34","49,612.40","147.46M","0.00%"
"09/12/2022","49,626.05","49,695.12","49,703.85","49,626.05","86.59M","-0.14%"
"09/09/2022","49,695.12","49,652.25","49,697.61","49,652.25","319.09M","0.09%"
"09/08/2022","49,652.25","49,599.73","49,658.07","49,577.38","161.88M","0.03%"
"09/07/2022","49,635.76","49,644.92","49,654.72","49,616.03","128.94M","-0.02%"
"09/06/2022","49,644.92","49,991.41","49,994.14","49,639.64","138.94M","-0.69%"
"09/05/2022","49,991.41","50,045.83","50,084.83","49,988.28","200.92M","-0.11%"
"09/02/2022","50,045.83","49,889.80","50,056.30","49,889.80","240.02M","0.31%"
"09/01/2022","49,889.88","49,836.51","49,934.20","49,836.51","229.12M","0.11%"
"08/31/2022","49,836.51","49,642.69","49,836.51","49,642.69","367.34M","0.39%"
"08/30/2022","49,642.69","49,676.75","49,682.93","49,625.32","125.95M","-0.07%"
"08/29/2022","49,676.75","49,682.15","49,686.95","49,624.28","232.94M","-0.01%"
"08/26/2022","49,682.15","49,661.87","49,728.46","49,628.73","193.51M","0.04%"
"08/25/2022","49,661.87","48,675.24","49,662.09","48,670.87","226.47M","2.03%"
"08/24/2022","48,675.33","48,554.76","48,681.00","48,554.76","167.57M","0.22%"
"08/23/2022","48,567.14","49,344.67","49,344.67","48,511.58","204.15M","-1.58%"
"08/22/2022","49,346.40","49,370.62","49,381.15","49,334.23","122.73M","-0.05%"
"08/19/2022","49,370.62","49,395.43","49,432.87","49,367.26","132.20M","-0.35%"
"08/18/2022","49,546.38","49,691.17","49,694.34","49,487.74","146.99M","-0.29%"
"08/17/2022","49,691.17","49,709.46","49,712.96","49,681.24","128.79M","-0.04%"
"08/16/2022","49,709.46","49,629.43","49,737.86","49,629.43","204.16M","0.10%"
"08/15/2022","49,657.33","49,664.07","49,724.70","49,373.13","210.83M","-0.01%"
"08/12/2022","49,664.07","50,017.51","50,017.51","49,371.37","272.07M","-0.70%"
"08/11/2022","50,014.60","50,075.47","50,256.83","50,009.12","133.59M","-0.12%"
"08/10/2022","50,075.47","49,350.71","50,127.02","49,337.73","279.22M","1.47%"
"08/09/2022","49,350.71","50,489.73","50,489.73","49,342.60","140.58M","-2.26%"
"08/08/2022","50,489.73","50,722.33","50,740.18","50,489.07","207.20M","-0.46%"
"08/05/2022","50,722.33","50,582.30","50,722.33","50,556.70","148.81M","0.28%"
"08/04/2022","50,582.30","50,594.97","50,720.86","50,372.55","130.44M","-0.03%"
"08/03/2022","50,594.97","50,626.04","50,647.19","50,242.94","121.16M","-0.06%"
"08/02/2022","50,626.04","49,950.32","50,626.04","49,950.32","129.16M","1.35%"
"08/01/2022","49,950.32","50,370.25","50,372.43","49,886.94","176.05M","-0.83%"
"07/29/2022","50,370.25","49,702.07","50,370.25","49,687.77","243.29M","1.42%"
"07/28/2022","49,667.14","50,182.73","50,182.73","49,603.12","206.21M","-1.04%"
"07/27/2022","50,188.55","50,442.37","50,447.87","50,163.40","192.41M","-0.50%"
"07/26/2022","50,442.37","51,400.53","51,405.60","50,409.90","156.17M","-1.86%"
"07/25/2022","51,400.53","51,979.92","51,979.92","51,327.74","98.75M","-1.11%"
"07/22/2022","51,979.92","52,122.00","52,129.19","51,979.92","205.06M","-0.27%"
"07/21/2022","52,122.00","52,186.52","52,204.52","52,098.87","151.94M","-0.12%"
"07/20/2022","52,186.52","52,308.88","52,310.53","52,142.18","238.27M","-0.23%"
"07/19/2022","52,308.88","52,319.94","52,333.28","52,250.79","205.60M","-0.02%"
"07/18/2022","52,319.94","52,215.12","52,510.17","52,215.12","116.28M","0.20%"
"07/15/2022","52,215.12","51,339.01","52,542.93","51,330.29","190.10M","1.71%"
"07/14/2022","51,338.27","51,390.25","51,390.25","51,304.74","115.25M","-0.44%"
"07/13/2022","51,567.69","51,557.41","51,584.83","51,507.55","198.79M","0.02%"
"07/08/2022","51,557.41","51,563.73","51,581.17","51,546.84","115.13M","-0.01%"
"07/07/2022","51,563.73","51,556.54","51,570.71","51,530.40","143.28M","0.01%"
"07/06/2022","51,556.54","51,586.50","51,612.97","51,553.86","135.26M","-0.06%"
"07/05/2022","51,586.50","51,795.23","51,807.97","51,571.37","234.48M","-0.40%"
"07/04/2022","51,791.45","51,829.67","51,871.89","51,713.99","194.08M","-0.07%"
"07/01/2022","51,829.67","51,817.59","51,829.67","51,769.02","127.03M","0.02%"
"06/30/2022","51,817.59","51,802.48","51,991.27","51,759.56","223.10M","0.03%"
"06/29/2022","51,802.48","51,803.98","51,810.45","51,789.90","416.47M","0.00%"
"06/28/2022","51,803.98","51,962.85","51,975.06","51,779.76","314.60M","-0.31%"
"06/27/2022","51,962.85","51,705.61","51,986.94","51,703.49","266.51M","0.50%"
"06/24/2022","51,705.61","51,618.73","51,708.52","51,618.73","156.09M","0.17%"
"06/23/2022","51,618.73","51,377.21","51,740.21","51,375.06","223.25M","0.47%"
"06/22/2022","51,377.21","51,093.23","51,377.21","50,628.40","229.26M","0.56%"
"06/21/2022","51,091.75","50,755.98","51,213.17","50,532.29","166.96M","0.66%"
"06/20/2022","50,756.74","51,778.08","51,804.21","50,750.60","196.26M","-1.97%"
"06/17/2022","51,778.08","52,411.09","52,451.43","51,755.18","241.19M","-1.21%"
"06/16/2022","52,411.09","52,775.40","52,783.52","52,374.04","211.61M","-0.69%"
"06/15/2022","52,775.40","53,113.64","53,113.64","52,773.20","188.09M","-0.64%"
"06/14/2022","53,114.65","53,201.38","53,202.13","53,097.77","299.81M","-0.16%"
"06/10/2022","53,201.38","53,170.73","53,201.38","53,136.98","273.24M","0.06%"
"06/09/2022","53,170.73","53,183.99","53,206.08","53,166.01","318.42M","-0.04%"
"06/08/2022","53,193.98","53,270.88","53,270.88","53,190.75","248.94M","-0.14%"
"06/07/2022","53,270.88","53,086.46","53,276.66","53,046.72","234.62M","0.35%"
"06/06/2022","53,086.86","52,908.24","53,090.16","52,889.13","755.62M","0.34%"
"06/03/2022","52,908.24","52,815.78","52,925.86","52,803.19","280.87M","0.13%"
"06/02/2022","52,840.14","52,974.15","52,989.45","52,831.61","274.42M","-0.25%"
"06/01/2022","52,974.15","52,990.28","53,045.12","52,952.24","295.34M","-1.24%"
"05/31/2022","53,637.14","53,772.14","53,787.30","53,608.72","318.27M","-0.25%"
"05/30/2022","53,772.35","54,085.30","54,085.30","53,735.83","227.55M","-0.58%"
"05/27/2022","54,085.30","53,151.32","54,290.84","53,151.32","208.08M","1.76%"
"05/26/2022","53,151.32","52,591.41","53,161.43","52,587.01","266.18M","1.06%"
"05/25/2022","52,591.41","51,949.64","52,594.84","51,574.46","382.45M","1.24%"
"05/24/2022","51,949.64","52,911.51","52,911.51","51,940.57","720.12M","-1.82%"
"05/23/2022","52,911.51","52,979.96","53,009.50","52,909.10","263.24M","-0.13%"
"05/20/2022","52,979.96","53,275.49","53,774.61","52,951.38","436.56M","-0.55%"
"05/19/2022","53,275.49","52,721.34","53,281.31","52,717.88","274.41M","1.05%"
"05/18/2022","52,721.34","52,756.62","52,793.13","52,721.34","611.83M","-0.07%"
"05/17/2022","52,756.62","52,944.44","52,950.34","52,756.62","552.47M","-0.36%"
"05/16/2022","52,944.65","53,098.46","53,098.46","52,896.88","374.18M","-0.29%"
"05/13/2022","53,100.21","52,917.76","53,100.21","52,898.90","303.48M","0.34%"
"05/12/2022","52,917.76","52,844.84","53,069.29","52,843.48","426.02M","0.15%"
"05/11/2022","52,838.45","51,805.41","53,064.58","51,805.41","417.26M","1.99%"
"05/10/2022","51,805.41","51,902.48","51,902.48","51,562.68","331.35M","-0.19%"
"05/09/2022","51,903.44","50,935.79","51,956.75","50,922.91","337.43M","1.90%"
"05/06/2022","50,937.01","50,838.10","50,993.59","50,838.10","466.28M","0.20%"
"05/05/2022","50,835.95","50,126.41","50,835.95","50,113.49","462.40M","1.42%"
"05/04/2022","50,126.41","49,640.30","50,132.88","49,636.44","669.27M","0.98%"
"04/29/2022","49,638.94","48,840.49","49,638.94","48,840.43","319.35M","1.64%"
"04/28/2022","48,837.76","48,571.75","48,853.68","48,571.75","759.65M","0.55%"
"04/27/2022","48,571.75","48,568.57","48,620.21","48,551.58","246.70M","0.01%"
"04/26/2022","48,568.57","48,543.36","48,662.06","48,540.73","464.73M","0.02%"
"04/25/2022","48,558.91","48,459.65","48,562.20","48,089.55","328.38M","0.20%"
"04/22/2022","48,459.65","48,236.08","48,459.65","48,229.10","342.14M","0.49%"
"04/21/2022","48,223.86","48,138.71","48,223.86","48,132.09","244.69M","0.18%"
"04/20/2022","48,138.71","47,545.86","48,138.71","47,503.00","349.48M","1.25%"
"04/19/2022","47,545.86","47,510.38","47,551.72","47,459.18","365.45M","-0.03%"
"04/14/2022","47,558.45","47,367.31","47,600.37","47,367.31","385.18M","0.40%"
"04/13/2022","47,367.31","47,205.03","47,388.15","47,188.10","391.89M","0.34%"
"04/12/2022","47,205.03","46,872.25","47,231.66","46,872.25","245.42M","0.72%"
"04/11/2022","46,867.95","46,631.46","46,871.63","46,624.78","224.63M","0.51%"
"04/08/2022","46,631.46","46,543.51","46,631.46","46,542.14","154.10M","0.19%"
"04/07/2022","46,543.51","46,771.62","46,806.53","46,524.68","244.02M","-0.48%"
"04/06/2022","46,766.16","46,775.76","46,785.41","46,751.63","261.59M","-0.02%"
"04/05/2022","46,777.37","46,687.85","46,792.30","46,675.80","257.40M","0.19%"
"04/04/2022","46,687.85","46,844.13","46,844.13","46,654.45","219.50M","-0.33%"
"04/01/2022","46,842.86","46,963.75","46,973.78","46,780.08","257.29M","-0.26%"
"03/31/2022","46,965.48","46,904.48","46,983.32","46,832.26","256.02M","0.13%"
"03/30/2022","46,904.48","46,843.09","46,916.17","46,824.71","201.15M","0.13%"
"03/29/2022","46,843.09","46,893.86","46,905.13","46,831.85","214.32M","-0.12%"
"03/28/2022","46,898.23","46,958.95","46,966.36","46,754.39","359.89M","-0.14%"
"03/25/2022","46,964.23","46,958.68","46,993.74","46,957.13","177.09M","0.01%"
"03/24/2022","46,961.62","47,016.50","47,017.08","46,931.38","214.70M","-0.43%"
"03/23/2022","47,163.94","47,156.56","47,167.97","47,132.62","267.48M","0.02%"
"03/22/2022","47,156.56","47,251.93","47,251.93","47,125.55","303.46M","-0.20%"
"03/21/2022","47,251.93","47,282.67","47,282.67","47,196.55","213.56M","-0.07%"
"03/18/2022","47,282.67","47,353.22","47,353.22","47,221.34","599.49M","-0.15%"
"03/17/2022","47,353.22","47,364.46","47,398.80","47,338.91","239.73M","-0.02%"
"03/16/2022","47,364.46","47,340.86","47,373.96","47,338.48","145.83M","0.05%"
"03/15/2022","47,340.86","47,428.67","47,431.39","47,334.64","183.26M","-0.19%"
"03/14/2022","47,428.67","47,437.48","47,466.61","47,358.72","1.28B","-0.02%"
"03/11/2022","47,437.48","47,363.98","47,437.48","47,234.26","1.15B","0.16%"
"03/10/2022","47,363.98","47,287.09","47,383.77","47,180.59","261.56M","0.16%"
"03/09/2022","47,287.09","47,154.35","47,292.91","47,129.66","336.30M","0.28%"
"03/08/2022","47,154.35","47,262.61","47,283.62","47,122.34","754.93M","-0.23%"
"03/07/2022","47,262.61","47,268.61","47,309.80","47,223.94","291.88M","-0.01%"
"03/04/2022","47,268.61","47,296.07","47,298.15","47,253.88","179.28M","-0.06%"
"03/03/2022","47,296.07","47,360.79","47,404.02","47,202.60","243.42M","-0.14%"
"03/02/2022","47,360.79","47,482.73","47,486.15","47,313.53","279.95M","-0.26%"
"03/01/2022","47,482.73","47,394.53","47,613.70","47,358.48","370.44M","0.19%"
"02/28/2022","47,394.53","47,328.42","47,394.53","47,328.42","300.62M","0.14%"
"02/25/2022","47,328.42","47,272.04","47,378.54","47,264.97","253.29M","0.12%"
"02/24/2022","47,272.04","47,207.27","47,295.28","47,207.27","340.66M","0.14%"
