Date,Price,Open,High,Low,Vol.,Change %,Close
01/05/2021,40396.14,41148.02,41149.86,40142.94,465.68,-1.83,-34152.8566
01/04/2021,41147.39,40287.71,41154.33,40284,211.88,2.18,128114.9178
12/31/2020,40270.72,39515.31,40279.29,39507.24,710.56,1.92,115384.7052
12/30/2020,39512.31,39110.17,39601.97,39107.5,372.93,1.03,79393.6451
12/29/2020,39110.17,38800.01,39134.37,38775.26,722.57,0.8,69840.018
12/24/2020,38800.01,38803.74,38873.1,38798.18,389.66,-0.01,38415.7026
12/23/2020,38803.74,37893.61,38809.25,37893.19,467.13,2.4,128838.274
12/22/2020,37893.61,37443.4,37952.36,37443.4,442.22,1.2,82375.48
12/21/2020,37443.4,36798.74,37494.76,36798.74,427.06,1.74,100828.5476
12/18/2020,36804.75,36239.62,36808.29,36239.62,426.33,1.56,92773.4272
12/17/2020,36239.62,35493.15,36239.62,35493.15,343.64,2.1,110028.765
12/16/2020,35493.15,35225.22,35554.11,35225.22,648.99,0.76,61996.3872
12/15/2020,35225.22,34843.44,35227.32,34834.78,264.23,1.1,73171.224
12/14/2020,34843.44,34250.74,34877.29,34206.48,208.07,1.73,93504.5202
12/11/2020,34250.74,34576.49,34666.79,34145.13,796.07,-0.94,2074.5894
12/10/2020,34577.26,35021.26,35021.26,34501.85,553.95,-1.27,-9455.7402
12/09/2020,35021.26,35033.74,35039.8,35001.14,283.09,-0.04,33632.3904
12/08/2020,35033.74,35064.36,35081.67,35020.79,307.72,-0.09,31908.5676
12/07/2020,35064.36,35137.99,35140.81,35064.36,324.31,-0.21,27759.0121
12/04/2020,35137.99,34968.94,35140.8,34455.93,292.86,0.48,51754.0312
12/03/2020,34968.94,35056.82,35195.09,34952.99,289.39,-0.25,26292.615
12/02/2020,35056.82,35147.62,35172.68,35031.65,368.96,-0.26,26009.2388
12/01/2020,35147.62,35048.15,35204.16,35048.15,308.08,0.3,45562.595
11/30/2020,35042.14,34885.51,35184.93,34765.94,415.53,0.45,50583.9895
11/27/2020,34885.51,34803,34885.51,34748.26,190.27,0.24,43155.72
11/26/2020,34803,34769,34882.52,34768.73,257.54,0.1,38245.9
11/25/2020,34769,34340.56,34820.77,34340.56,434.92,1.25,77266.26
11/24/2020,34340.56,34119.74,34343.56,34095.69,365.41,0.64,55956.3736
11/23/2020,34121.78,34136.82,34250.45,33582.38,567.57,-0.04,32771.3472
11/20/2020,34136.82,34643.65,34665.08,34064.25,344.8,-1.46,-15936.079
11/19/2020,34643.65,34818.01,34869.53,34633.36,364.92,-0.5,17409.005
11/18/2020,34818.01,34242.83,34832.04,34226.75,661.13,1.68,91770.7844
11/17/2020,34242.83,34769.66,34769.66,34126.23,840.88,-1.59,-20514.0994
11/16/2020,34795.82,35041.4,35245.62,34685.94,668.53,-0.69,10862.834
11/13/2020,35037.46,35344.01,35814.18,34552.6,1.24,-0.86,4948.1614
11/12/2020,35342.46,33291.27,35342.46,33291.27,1.19,6.23,240695.8821
11/11/2020,33268.36,32648.02,33268.36,32585.04,858.16,1.9,94679.258
11/10/2020,32647.1,32243.05,32647.1,32226.71,578.78,1.25,72546.8625
11/09/2020,32243.05,31016.17,32243.05,31016.17,636.01,3.96,153840.2032
11/06/2020,31016.17,30738.92,31016.17,30509.12,497.95,0.9,58403.948
11/05/2020,30738.92,30741.88,30772.77,30722.48,430.12,-0.01,30434.4612
11/04/2020,30741.88,30733.47,30761.5,30724.21,286.45,0.03,31655.4741
11/03/2020,30733.47,30479.39,30735.46,30408.13,336.04,0.83,55777.2837
11/02/2020,30479.39,30527.69,30554.27,30364.15,376.11,-0.17,25337.9827
10/30/2020,30530.69,29439.35,30530.69,29439.35,807.8,3.71,138659.3385
10/28/2020,29437.6,28980.29,29444.12,28971.44,375.25,1.58,74769.1482
10/27/2020,28980.29,28777.96,28980.29,28775.59,385.57,0.7,48922.532
10/26/2020,28777.96,28697.06,28777.96,28685.54,340.8,0.28,36732.2368
10/23/2020,28697.06,28563.87,28706.33,28559.72,282.56,0.47,41988.8889
10/22/2020,28563.87,28449.49,28567.14,28413.11,311.32,0.4,39829.286
10/21/2020,28449.49,28645.21,28645.21,28250.71,326.56,-0.75,7161.3025
10/20/2020,28665.82,28658.31,28720.49,28567.07,297.29,0.02,29231.4762
10/19/2020,28659.07,28650.44,28680.68,28588.24,287.3,0,28650.44
10/16/2020,28659.45,28344.04,28680.87,28313.57,489.09,1.11,59805.9244
10/15/2020,28344.04,28354.14,28364.47,28333.06,330.66,0,28354.14
10/14/2020,28344.33,28344.04,28381.27,28332.51,218.42,0,28344.04
10/13/2020,28344.04,28337.49,28351.51,28299.61,535.83,0.02,28904.2398
10/12/2020,28337.49,28415.31,28440.82,28170.72,369.06,-0.27,20743.1763
10/09/2020,28415.31,28546.22,28721.73,28371.7,384.04,-0.46,15414.9588
10/08/2020,28546.22,28634.35,28664.83,28398.74,568.74,-0.31,19757.7015
10/07/2020,28634.35,28945.41,29171.29,28484.87,832.88,-0.95,1447.2705
10/06/2020,28909.37,27561.51,28909.37,27561.51,749.47,4.92,163164.1392
10/05/2020,27554.56,26985.77,27563.91,26985.77,603.89,2.11,83925.7447
10/02/2020,26985.77,26831.76,26985.77,26830.59,459.79,0.55,41589.228
09/30/2020,26837.42,26612.12,26862.21,26612.12,322.76,0.85,49232.422
09/29/2020,26611.96,26507.84,26611.96,26427.58,413.1,0.39,36845.8976
09/28/2020,26507.84,26319.34,26512.05,26319.34,336.73,0.72,45269.2648
09/25/2020,26319.47,25987.14,26327.17,25987.14,335.74,1.28,59250.6792
09/24/2020,25987.14,25783.02,26021.75,25783.02,359.27,0.79,46151.6058
09/23/2020,25783.02,25654.9,25785.41,25631.12,414.16,0.5,38482.35
09/22/2020,25654.9,25574.35,25655.18,25525.93,262.05,0.31,33502.3985
09/21/2020,25574.35,25572.57,25592.86,25564.36,196.11,0.01,25828.2957
09/18/2020,25572.57,25532.74,25572.57,25505.27,193.49,0.15,29362.651
09/17/2020,25533.35,25550.31,25551.56,25507.84,231.19,-0.1,22995.279
09/16/2020,25558.81,25598.53,25606.02,25535.41,211.45,-0.15,21758.7505
09/15/2020,25597.96,25605.59,25618.65,25573.96,245.14,-0.03,24837.4223
09/14/2020,25605.59,25591.95,25616.99,25577.33,256.97,0.05,26871.5475
09/11/2020,25591.95,25520.97,25592.22,25514.22,212.57,0.28,32666.8416
09/10/2020,25520.97,25424.91,25540.91,25403.33,234.15,0.38,35086.3758
09/09/2020,25424.91,25493.88,25496.73,25414.42,269.62,-0.28,18355.5936
09/08/2020,25497.32,25585.67,25596.21,25490.01,251.96,-0.33,17142.3989
09/07/2020,25582.23,25605.64,25631.16,25573.24,253.96,-0.09,23301.1324
09/04/2020,25605.64,25534.87,25618.48,25529.56,418.16,0.37,34982.7719
09/03/2020,25511.02,25460,25511.02,25460,229.41,0.2,30552
09/02/2020,25460,25404.12,25461.66,25388.82,178.29,0.18,29976.8616
08/31/2020,25327.13,25303.68,25334.11,25289.1,127.28,0.07,27074.9376
08/28/2020,25309.37,25304.25,25312.81,25289.35,137.05,0.05,26569.4625
08/27/2020,25297.55,25330.1,25330.1,25291.33,249.13,-0.13,22037.187
08/26/2020,25330.1,25295.01,25332.51,25283.31,180.55,0.15,29089.2615
08/25/2020,25291.78,25228.38,25291.78,25201.79,251.34,0.25,31535.475
08/24/2020,25229.12,25221.87,25232.68,25159.82,251.19,0.03,25978.5261
08/21/2020,25221.87,25203.36,25273.33,25203.36,158.6,0.07,26967.5952
08/20/2020,25204.58,25174.6,25204.58,25172.1,179.55,0.13,28447.298
08/19/2020,25171.32,25136.49,25180.4,25131.56,180.01,0.14,28655.5986
08/18/2020,25136.49,25139.57,25151.36,25123.28,271,-0.03,24385.3829
08/17/2020,25143.68,25199.84,25234.49,25143.68,161.23,-0.22,19655.8752
08/14/2020,25199.84,25236.97,25236.97,25168.43,482.42,-0.15,21451.4245
08/13/2020,25236.97,25141.48,25239.91,25067.72,258.05,0.38,34695.2424
08/12/2020,25141.48,24883.7,25147.52,24852.43,204.42,1.04,50762.748
08/11/2020,24883.7,25027.61,25067.18,24825.09,205.97,-0.58,10511.5962
08/10/2020,25027.61,25041.89,25046.29,24952.17,175.23,-0.06,23539.3766
08/07/2020,25041.89,24944.45,25047.7,24944.45,166.94,0.45,36169.4525
08/06/2020,24930.34,24882.04,24931.91,24820.5,173.72,0.19,29609.6276
08/05/2020,24882.04,24841.94,24910.02,24841.94,303.28,0.16,28816.6504
08/04/2020,24841.94,24766.12,24868.82,24764.26,154.47,0.31,32443.6172
08/03/2020,24766.12,24710.93,24776.08,24690.75,186.47,0.29,31877.0997
07/29/2020,24693.73,24650.16,24713.57,24646.84,101.53,0.18,29087.1888
07/28/2020,24650.16,24799.05,24800.81,24646.53,150.37,-0.54,11407.563
07/27/2020,24783.61,24427.73,24788.17,24427.73,170,1.46,60092.2158
07/24/2020,24427.73,24512.27,24536.82,24409.99,174.19,-0.34,16178.0982
07/23/2020,24512.27,24173.53,24615.65,24170.97,164.07,1.4,58016.472
07/22/2020,24173.53,24174.45,24192.52,24166.96,266.06,0,24174.45
07/21/2020,24174.45,24269.58,24303.76,24130.23,304.19,-0.41,14319.0522
07/20/2020,24273.42,24287.66,24301.11,24273.42,305.1,-0.06,22830.4004
07/17/2020,24287.66,24323.5,24336.59,24256.64,160.47,-0.17,20188.505
07/16/2020,24330.06,24129.84,24330.51,24112.4,207.4,0.82,43916.3088
07/15/2020,24132.3,24114.59,24210.22,24071.13,208.21,0.06,25561.4654
07/14/2020,24117.4,24200.6,24207,24095.41,208.2,-0.34,15972.396
07/13/2020,24200.6,24306.36,24306.36,24162.7,231.23,-0.44,13611.5616
07/10/2020,24306.36,24276.56,24315.39,24251.26,131.63,0.12,27189.7472
07/09/2020,24276.56,24278.07,24336.45,24276.56,192.03,-0.01,24035.2893
07/08/2020,24278.07,24097.48,24278.07,24097.48,232.61,0.75,42170.59
07/07/2020,24098.08,24026.05,24152.67,24026.05,155.53,-0.05,22824.7475
07/06/2020,24109.65,24336.12,24352.2,23961.14,189.67,-0.93,1703.5284
07/03/2020,24336.12,24374.38,24416.05,24332.36,144.3,-0.16,20474.4792
07/02/2020,24374.4,24594.99,24612.25,24357.75,180.1,-0.9,2459.499
07/01/2020,24594.99,24479.16,24723.26,24479.16,198.01,0.47,35984.3652
06/30/2020,24479.16,24858.82,24859.88,24448.23,280.67,-1.53,-13175.1746
06/29/2020,24858.82,24828.96,24858.82,24740.06,158.45,0.12,27808.4352
06/26/2020,24828.96,24625.17,24829.17,24551.35,127.19,0.83,45064.0611
06/25/2020,24625.17,24654.99,24662.27,24619.84,130.28,-0.12,21696.3912
06/24/2020,24654.99,24750.06,24771.97,24636.63,189.23,-0.39,15097.5366
06/23/2020,24751.32,24753.92,24756.88,24649.39,167.9,-0.11,22030.9888
06/22/2020,24779.26,24826.75,24877.3,24651.3,124.66,-0.19,20109.6675
06/19/2020,24826.75,24933.41,25123.72,24819.12,174.67,-0.43,14212.0437
06/18/2020,24933.41,24972.89,25054.28,24913.26,171.16,-0.16,20977.2276
06/17/2020,24972.94,24930.88,24973.59,24816.45,265.95,0.17,29169.1296
06/16/2020,24930.88,24954.89,25046.42,24930.65,200.37,-0.1,22459.401
06/15/2020,24956.04,25182.67,25196.62,24757.68,237.63,-0.9,2518.267
06/11/2020,25182.67,25215.04,25302.85,25182.67,337.13,-0.13,21937.0848
06/10/2020,25215.04,25335.15,25351.29,25130.61,266.65,-0.47,13427.6295
06/09/2020,25335.15,25249.96,25368.78,25249.96,268.74,0.34,33834.9464
06/08/2020,25250.2,25016.3,25412.54,25016.3,230.49,0.93,48281.459
06/05/2020,25016.3,25312.05,25325.87,24875.56,214.5,-1.17,-4303.0485
06/04/2020,25312.05,25407.96,25434.62,25312.05,270.18,-0.38,15752.9352
06/03/2020,25407.96,25383.43,25445.47,25308.5,353.26,0.1,27921.773
06/02/2020,25383.43,25316.24,25458.53,25316.24,377.86,0.25,31645.3
06/01/2020,25321.29,25267.82,25396.1,25180.37,253.13,0.21,30574.0622
05/29/2020,25267.82,25166.01,25393.03,25164.06,325.59,0.4,35232.414
05/28/2020,25166.01,25229.02,25463.11,25131.33,348.21,-0.22,19678.6356
05/27/2020,25221.29,25204.75,25469.93,25054.11,581.59,0.07,26969.0825
05/22/2020,25204.75,24758.39,25205.18,24742.12,259.57,1.8,69323.492
05/21/2020,24758.39,24452.23,24769.4,24426.56,350.66,1.25,55017.5175
05/20/2020,24452.23,24202.87,24467.28,24185.62,436.77,1.03,49131.8261
05/19/2020,24202.87,23943.29,24205.89,23943.29,339.75,0.8,43097.922
05/18/2020,24010.19,23874.77,24010.19,23871.33,330.98,0.58,37722.1366
05/15/2020,23871.33,23872.44,23931.49,23840.8,221.44,-0.09,21723.9204
05/14/2020,23892.92,23709.44,23892.92,23709.2,182.74,0.77,41965.7088
05/13/2020,23709.44,23695.9,23759.84,23695.9,159.19,0.06,25117.654
05/12/2020,23695.9,23950.83,23982.29,23542.33,155.65,-1.06,-1437.0498
05/11/2020,23950.83,24045.4,24058.15,23949.18,204.72,-0.39,14667.694
05/08/2020,24045.4,24361.14,24403.77,24030.65,208.56,-1.27,-6577.5078
05/07/2020,24354.25,24143.37,24369.45,24039.7,431.57,0.87,45148.1019
05/06/2020,24143.37,23815.34,24154.65,23807.14,426.63,1.4,57156.816
05/05/2020,23809.31,23089.86,23809.39,23075.49,343.95,3.12,95130.2232
05/04/2020,23089.86,23021.01,23121.74,22940.24,249.83,0.3,29927.313
04/30/2020,23021.01,22868.4,23045.44,22636.59,359.46,0.67,38190.228
04/29/2020,22868.4,22727.87,22884.49,22727.87,277.29,0.62,36819.1494
04/28/2020,22727.87,22616.28,22761.25,22616.28,266.62,0.49,33698.2572
04/27/2020,22616.28,22599.38,22649.2,22584.64,106.06,0.07,24181.3366
04/24/2020,22599.38,22470.79,22672.22,22458.37,211.53,0.57,35279.1403
04/23/2020,22470.79,22780.3,22805.14,22407.6,201.48,-1.36,-8200.908
04/22/2020,22780.3,22629.92,22799.78,22629.92,185.21,0.66,37565.6672
04/21/2020,22629.92,22920.41,22920.41,22612.97,248.16,-1.27,-6188.5107
04/20/2020,22920.56,22921.59,23143.34,22920.13,343.24,0,22921.59
04/17/2020,22921.59,22554.84,22927.88,22524.23,231.6,1.63,59319.2292
04/16/2020,22554.84,22539.94,22634.28,22380.94,379.11,0.07,24117.7358
04/15/2020,22539.94,21879.95,22543.48,21873.47,326.39,3.02,87957.399
04/14/2020,21879.95,21384.03,21883.39,21239.02,264.74,2.32,70994.9796
04/09/2020,21384.03,21073.26,21385.85,20985.63,314.85,1.47,52050.9522
04/08/2020,21073.26,20925.19,21150.01,20925.19,346.41,0.71,35782.0749
04/07/2020,20925.19,20683.16,20925.19,20667.55,342.57,1.24,46330.2784
04/06/2020,20669.38,21094.62,21208.95,20651.59,336.42,-2.02,-21516.5124
04/03/2020,21094.62,21166.38,21197.32,20769.37,235.29,-0.13,18414.7506
04/02/2020,21121.2,21100.54,21170,20790.71,255.53,0.1,23210.594
04/01/2020,21100.54,21309.5,21317.98,20779.13,154.35,-0.94,1278.57
03/31/2020,21300.47,21330.79,21340.64,21270.26,422,-0.14,18344.4794
03/30/2020,21330.79,21828.65,21828.65,21330.79,466.87,-2.43,-31214.9695
03/27/2020,21861.78,21842.18,21885.05,21803.89,251.41,0.48,32326.4264
03/26/2020,21757.47,21729.48,21903,21696.88,172.16,0.13,24554.3124
03/25/2020,21729.48,21743.47,21814.74,21663.32,233.07,-0.05,20656.2965
03/24/2020,21741.16,21703.8,21770.42,21703.8,330.1,0.19,25827.522
03/23/2020,21700.98,22198.43,22208.81,21694.16,464.36,-2.24,-27526.0532
03/20/2020,22198.43,22072.56,22211.67,22035.11,379.48,0.36,30018.6816
03/19/2020,22118.9,22785.19,22785.19,22118.9,525.85,-2.94,-44203.2686
03/18/2020,22789.64,22549.09,22804.7,22118.37,671.52,1.09,47127.5981
03/17/2020,22543.07,22705.19,23008.59,22497.73,675.82,-0.71,6584.5051
03/16/2020,22705.19,22745.39,22797.39,22618.36,551.48,-0.13,19788.4893
03/13/2020,22734.07,22729.01,22813.47,22550.08,732.62,0.17,26592.9417
03/12/2020,22695.88,23500.46,23500.46,22694.32,1.06,-3.72,-63921.2512
03/11/2020,23572.75,24278.53,24321.51,23260.07,1.39,-3.35,-57054.5455
03/10/2020,24388.66,25412.57,25412.57,24381.88,594.47,-4.91,-99363.1487
03/09/2020,25647.54,26141.24,26141.24,25648.45,185.49,-2.41,-36859.1484
03/06/2020,26279.61,26426.2,26455.26,26273.58,361.08,-0.55,11891.79
03/05/2020,26426.2,26418.82,26626.07,26408.25,431.9,0.04,27475.5728
03/04/2020,26415.54,26283.35,26438.78,26256.24,307.66,0.61,42316.1935
03/03/2020,26255.11,25816.57,26344.55,25816.57,387.42,1.7,69704.739
03/02/2020,25816.57,26143.02,26170.58,25816.57,325.26,-1.53,-13855.8006
02/28/2020,26216.46,26808.24,26808.24,26216.46,416.28,-2.21,-32437.9704
02/27/2020,26808.24,26974.38,26977.4,26796.43,231.52,-0.62,10250.2644
02/26/2020,26974.38,27033.1,27033.9,26870.39,228.36,-0.22,21085.818
02/25/2020,27033.1,27041.03,27105.46,27031.71,241.71,-0.03,26229.7991
02/24/2020,27041.03,27388.62,27515.79,27000.85,428.96,-1.27,-7394.9274
02/21/2020,27388.62,27568.91,27614.65,27236.53,421.22,-0.65,9649.1185
02/20/2020,27568.91,27523.26,27622.42,27292.61,484.99,0.17,32202.2142
02/19/2020,27523.08,27547.56,27556.13,27512.72,290.13,-0.09,25068.2796
02/18/2020,27547.56,27570.94,27570.94,27527.51,168.07,-0.08,25365.2648
02/17/2020,27570.94,27756.56,27818.09,27507.99,134.61,-0.67,9159.6648
02/14/2020,27755.87,27864.84,27879.31,27675.52,132.51,-0.39,16997.5524
02/13/2020,27864.84,27881.45,27916.64,27686.34,150.72,-0.05,26487.3775
02/12/2020,27878.43,27871.9,27919.1,27866.46,152.34,0.02,28429.338
02/11/2020,27871.9,27769.07,27936.16,27637.33,276.27,0.36,37765.9352
02/10/2020,27773.2,28067.09,28119.19,27772.16,200.16,-1.05,-1403.3545
02/07/2020,28067.09,28140.41,28195.75,28054.73,303.93,-0.26,20823.9034
02/06/2020,28140.41,28093.76,28385.36,27949.15,317.19,0.17,32869.6992
02/05/2020,28093.76,28432.27,28506.63,28032.23,350.21,-1.19,-5402.1313
02/04/2020,28432.27,28533.4,28540.3,28415.12,254.85,-0.35,18546.71
02/03/2020,28533.4,28843.53,28843.53,28389.6,246.51,-1.08,-2307.4824
01/31/2020,28843.53,29035.55,29096.29,28817.45,348.56,-0.65,10162.4425
01/30/2020,29030.93,29110.9,29222.83,28898.74,274.43,-0.27,21250.957
01/29/2020,29110.9,29378.63,29381.95,29054.23,242.76,-0.91,2644.0767
01/28/2020,29378.63,29525.56,29529.6,29347.09,250.93,-0.59,12105.4796
01/27/2020,29552.99,29628.84,29648.35,29552.99,444.01,-0.26,21925.3416
01/22/2020,29458.21,29461.2,29488.93,29244.41,315.67,-0.02,28871.976
01/21/2020,29462.76,29713.61,29723.75,29360.13,272.84,-0.83,5051.3137
01/20/2020,29710.56,29618.52,29713.84,29545.93,266.95,0.31,38800.2612
01/17/2020,29618.52,29352.13,29623.55,29331.35,324.97,0.91,56062.5683
01/16/2020,29352.13,29062.5,29497.97,29062.5,387.16,1,58125
01/15/2020,29062.5,29030.41,29094.14,28855.22,360.08,-0.75,7257.6025
01/14/2020,29283.15,29633.58,29812.97,29037.12,666.78,-1.18,-5334.0444
01/13/2020,29633.58,29415.39,29909.06,29415.39,348.24,0.74,51182.7786
01/10/2020,29415.39,29393.88,29585.13,28858.83,280.86,0.07,31451.4516
01/09/2020,29395.57,28562.48,29484.1,28539.16,693.19,2.92,111964.9216
01/08/2020,28562.48,27579.57,28562.48,27579.57,741.82,3.54,125211.2478
01/07/2020,27586.93,27339.68,27699.59,27295.49,446.33,0.9,51945.392
01/06/2020,27339.68,26968.79,27339.68,26968.68,520.39,1.38,64185.7202
01/03/2020,26968.79,26867.79,26978.46,26867.79,608.86,0.38,37077.5502
01/02/2020,26867.79,26845.79,26867.79,26657.32,263.2,0.1,29530.369
12/31/2019,26842.07,26609.34,27357.84,26608.56,257.01,0.87,49759.4658
12/30/2019,26609.34,26416.48,26609.34,26240.29,382.81,0.73,45700.5104
12/27/2019,26416.48,26090.88,26419.73,26050.44,222.48,1.24,58443.5712
12/24/2019,26092.82,26115.8,26124.73,26018.13,324.38,-0.09,23765.378
12/23/2019,26115.8,26526.35,26526.35,26102.21,188.79,-1.55,-14589.4925
12/20/2019,26526.35,26584.45,26584.45,26408.32,341.61,-0.22,20735.871
12/19/2019,26584.45,26665.73,26684.74,26536.01,304.21,-0.3,18666.011
12/18/2019,26665.73,26660.44,26691.44,26646.64,232.68,0.02,27193.6488
12/17/2019,26660.44,26695.18,27006.97,26643.1,331.91,-0.13,23224.8066
12/16/2019,26695.18,26536.21,26695.18,26521.38,170.52,0.6,42457.936
12/13/2019,26536.21,26569.8,26627.68,26503.92,155.34,-0.13,23115.726
12/12/2019,26569.8,26434,26579.09,26434,319.69,0.51,39915.34
12/11/2019,26434,26384.21,26445.8,26332.35,180.06,0.19,31397.2099
12/10/2019,26384.21,26705.7,26716.38,26383.36,196.29,-1.11,-2937.627
12/09/2019,26681.31,26855.52,26855.52,26582.25,192.67,-0.65,9399.432
12/06/2019,26855.52,26913.7,26926.72,26746.03,197.03,-0.22,20992.686
12/05/2019,26913.7,26941.56,26948.42,26889.48,206.73,-0.09,24516.8196
12/04/2019,26938.58,26944.32,26956.43,26918.12,112.88,-0.02,26405.4336
12/03/2019,26944.32,27000.35,27030.98,26833.39,189.01,-0.17,22410.2905
12/02/2019,26990.59,26999.69,27025.2,26931.13,246.49,-0.04,25919.7024
11/29/2019,27002.15,26824.5,27028.05,26823.81,227.16,0.66,44528.67
11/28/2019,26824.5,26790.1,26863.97,26790.1,303.77,0.13,30272.813
11/27/2019,26790.1,26883.33,26893.32,26782.84,189.86,-0.35,17474.1645
11/26/2019,26883.33,27035.78,27096.53,26883.33,209.97,-0.56,11895.7432
11/25/2019,27035.78,26991.42,27109.29,26980.27,230.65,0.16,31310.0472
11/22/2019,26991.42,26872.09,27039.8,26849.26,207.26,0.44,38695.8096
11/21/2019,26872.09,26776.15,26872.09,26721.99,239.22,0.36,36415.564
11/20/2019,26776.15,26750.49,27035.28,26750.49,267.31,0.14,30495.5586
11/19/2019,26739.44,26691.09,26861.14,26659.9,394.35,0.18,31495.4862
11/18/2019,26691.09,26851.68,26851.68,26666.4,307.88,-0.6,10740.672
11/15/2019,26851.68,26883.67,26984.06,26724.43,469.99,0.03,27690.1801
11/14/2019,26843.11,26339.11,26843.11,26339.11,624.84,1.84,74803.0724
11/13/2019,26357.61,26456.39,26456.39,26338.25,610.56,-0.37,16667.5257
11/12/2019,26456.39,26314.49,26512.6,26314.49,378.35,0.54,40524.3146
11/08/2019,26314.49,26188.24,26333.84,26143.12,432.47,0.48,38758.5952
11/07/2019,26188.24,26223.66,26242.53,26172.35,726.19,-0.14,22552.3476
11/06/2019,26223.66,26364.81,26367.19,26223.66,232.09,-0.58,11073.2202
11/05/2019,26375.35,26401.06,26447.96,26299.86,304.28,-0.1,23760.954
11/04/2019,26401.06,26293.3,26433.95,26293.3,368.18,0.41,37073.553
11/01/2019,26293.3,26355.35,26378,26217.91,252.37,-0.24,20030.066
10/31/2019,26355.35,26310.77,26363.1,26227.6,347.8,0.17,30783.6009
10/30/2019,26310.77,26236.04,26385.37,26199.51,156.85,0.25,32795.05
10/29/2019,26244.39,26384.45,26388.4,26244.39,267.9,-0.53,12400.6915
10/28/2019,26384.45,26348.73,26394.37,26348.73,485.89,0.14,30037.5522
10/25/2019,26348.73,26357.24,26360.2,26113.88,250.54,-0.03,25566.5228
10/24/2019,26357.24,26397.94,26410.84,26350.07,177.04,-0.15,22438.249
10/23/2019,26397.94,26365.83,26410.91,26294.57,168.43,0.12,29529.7296
10/22/2019,26365.83,26390.08,26409.34,26353.55,519.76,-0.09,24014.9728
10/21/2019,26390.08,26448.62,26449.53,26382.21,135.8,-0.22,20629.9236
10/18/2019,26448.62,26456.29,26464.61,26374.84,310.56,-0.03,25662.6013
10/17/2019,26456.29,26472.2,26472.2,26429.94,144.08,-0.06,24883.868
10/16/2019,26472.2,26513.65,26574.38,26470.68,138.47,-0.16,22271.466
10/15/2019,26513.65,26557.44,26567.67,26510.14,174.41,-0.16,22308.2496
10/14/2019,26557.44,26533.78,26607.06,26506.56,129.08,0.09,28921.8202
10/11/2019,26533.78,26583.75,26702.39,26533.14,117.38,-0.19,21532.8375
10/10/2019,26583.75,26598.94,26599.87,26578.03,363.25,-0.06,25003.0036
10/09/2019,26598.94,26817.3,26817.3,26489.42,243.01,-0.79,5631.633
10/08/2019,26809.92,26866.41,26896.09,26809.3,185.94,-0.21,21224.4639
10/07/2019,26866.41,26987.45,27004.48,26835.58,151.71,-0.45,14843.0975
10/04/2019,26987.45,27085.69,27089.38,26974.83,138.88,-0.36,17334.8416
10/03/2019,27085.69,27314.87,27480.3,26575.54,151.19,-0.84,4370.3792
10/02/2019,27314.87,27630.56,27645.4,27261.25,175.55,-1.14,-3868.2784
09/30/2019,27630.56,27675.04,27693.29,27113.91,194.8,-0.16,23247.0336
09/27/2019,27675.04,27579.85,27675.04,27368.84,187.08,0.35,37232.7975
09/26/2019,27579.85,27283.05,27579.85,27281.38,183.46,1.09,57021.5745
09/25/2019,27283.05,27360.45,27371.59,27267.16,462.31,-0.25,20520.3375
09/24/2019,27352.24,27635.68,27635.68,27352.24,154.03,-1.08,-2210.8544
09/23/2019,27650.28,27698.69,27704.62,27650.82,109.56,-0.17,22989.9127
09/20/2019,27698.69,27667.31,27715.27,27576.27,177.41,0.19,32924.0989
09/19/2019,27646.15,27681.61,27698.44,27577.69,245.43,-0.13,24083.0007
09/18/2019,27681.61,27407.04,27700.07,27386.36,378.8,1,54814.08
09/17/2019,27407.04,27574.32,27646.96,27371.89,196.91,-0.61,10753.9848
09/16/2019,27574.32,27779,27984.08,27538.33,268.35,-0.74,7222.54
09/13/2019,27779,27426.64,27779.73,27426.64,165.24,1.28,62532.7392
09/12/2019,27426.64,27153.53,27439.54,27142.88,115.3,1.01,54578.5953
09/11/2019,27153.53,27047.58,27157.66,27009.52,211.52,0.39,37596.1362
09/10/2019,27047.58,27089.84,27148.69,26977.36,364.22,-0.16,22755.4656
09/09/2019,27089.84,27146.57,27231.76,27086.61,290.49,-0.21,21445.7903
09/06/2019,27146.57,27252.09,27582.15,26895.56,311.26,-0.39,16623.7749
09/05/2019,27252.09,27319.64,27319.64,27273.14,133.34,-0.25,20489.73
09/04/2019,27319.64,27590.44,27606.85,27283.67,250.45,-0.97,827.7132
09/03/2019,27586.79,27565.09,27606.28,27481.18,294.4,0.08,29770.2972
09/02/2019,27565.14,27540.42,27677.37,27463.76,111.5,0.14,31396.0788
08/30/2019,27525.81,27425.57,27602.39,27326.4,124.74,0.37,37573.0309
08/29/2019,27425.57,27607.02,27643.5,27423.36,116.07,-0.66,9386.3868
08/28/2019,27607.02,27602.77,27626.37,27546.34,130.37,0.02,28154.8254
08/27/2019,27602.77,27691.85,27691.85,27475.64,183.65,-0.32,18830.458
08/26/2019,27691.85,27800.17,27851.37,27601.78,158.27,-0.39,16958.1037
08/23/2019,27800.17,27629.66,27849.25,27624.27,339.62,0.62,44760.0492
08/22/2019,27629.66,27352.94,27650.89,27352.94,272.6,1.01,54979.4094
08/21/2019,27352.94,27058.03,27352.94,27043.28,363.97,1.09,56551.2827
