Date,Price,Open,High,Low,Vol.,Change %,Close
10/04/2023,66482.28,66770.97,66891.05,66449.33,657.51,-0.43,38059.4529
10/03/2023,66770.97,66382.14,66966.66,66382.14,364.32,0.59,105547.6026
09/29/2023,66382.14,66448.63,66508.55,65865.33,292.94,-0.1,59803.767
09/28/2023,66448.63,66665.16,66710.95,66399.02,273.8,-0.31,45998.9604
09/26/2023,66652.17,66882.64,66937.3,66218.36,363.94,-0.34,44142.5424
09/25/2023,66882.64,67227.17,67281.98,66882.64,408.19,-0.66,22857.2378
09/22/2023,67324.59,68272.66,68310.05,67277.43,1.03,-1.39,-26626.3374
09/21/2023,68271.14,68336.4,68377.26,68215.4,1.12,-0.09,62186.124
09/20/2023,68335.72,68375.47,68495.83,68113.02,566.63,-0.03,66324.2059
09/19/2023,68359.22,67878.2,68370.9,67878.2,676.74,0.71,116071.722
09/18/2023,67877.17,67395.74,67877.17,67395.74,515.28,0.71,115246.7154
09/15/2023,67395.74,67335.3,67395.74,67199.04,408.87,0.07,72048.771
09/14/2023,67347.73,67419.5,67471.13,67243.92,788.54,-0.1,60677.55
09/13/2023,67414.4,66780.64,67421.4,66780.64,569.63,0.98,132225.6672
09/12/2023,66760.2,67198.77,67198.77,66485.44,645.51,-0.8,13439.754
09/11/2023,67296.18,68143.34,68162.71,67284.52,520.13,-1.24,-16354.4016
09/08/2023,68143.34,68082.11,68195.76,68082.11,483.49,0.09,74209.4999
09/07/2023,68082.11,68286.28,68316.4,67969.08,378.09,-0.3,47800.396
09/06/2023,68286.28,68325.27,68347.52,67624.46,378.65,-0.07,63542.5011
09/05/2023,68334.68,68279.5,68457.06,68156.5,557.8,0.08,73741.86
09/04/2023,68279.14,67568.03,68302.55,67568.03,744.76,1.11,142568.5433
09/01/2023,67527.19,66548.99,67527.19,66120.9,503.75,1.47,164376.0053
08/31/2023,66548.99,66439.53,66548.99,66225.71,620.95,0.16,77069.8548
08/30/2023,66439.53,66490.34,66649.93,66359.67,637.19,-0.08,61171.1128
08/29/2023,66490.34,66153.23,66554.58,66153.23,436.95,0.51,99891.3773
08/28/2023,66151.38,65558.91,66151.38,65558.91,311.12,0.9,124561.929
08/25/2023,65558.91,65401.82,65585.28,65401.82,356.02,0.24,81098.2568
08/24/2023,65401.82,65493.1,66185.04,65374.39,583.09,-0.14,56324.066
08/23/2023,65492.92,65488.67,65567.61,65416.76,348.32,0.01,66143.5567
08/22/2023,65488.67,65198.74,65672.68,65191.01,293.46,0.44,93886.1856
08/21/2023,65202.41,64721.09,65202.41,64690.33,231.6,0.71,110673.0639
08/18/2023,64743.96,64469.75,64784.47,64450.4,537.58,0.12,72206.12
08/17/2023,64663.78,64625.28,64663.78,64452.84,320.35,0.06,68502.7968
08/16/2023,64625.28,64928.98,65128.21,64549.58,291.68,-0.47,34412.3594
08/15/2023,64928.98,65023.8,65028.46,64860.22,280.47,-0.43,37063.566
08/14/2023,65210.49,65325.37,65358.76,65183.22,259.04,-0.18,53566.8034
08/11/2023,65325.37,65204.82,65352.7,65189.91,489.69,0.18,76941.6876
08/10/2023,65205.35,64167.39,65205.35,64154.19,361.2,1.62,168118.5618
08/09/2023,64167.39,65385.45,65396.93,64167.39,238.04,-1.75,-49039.0875
08/08/2023,65309.65,65336.71,65393.68,65212.96,317.81,-0.04,62723.2416
08/07/2023,65336.8,65198.08,65340.27,65192.01,334.33,0.21,78889.6768
08/04/2023,65198.08,65263.06,65309.66,64910.29,363.14,-0.1,58736.754
08/03/2023,65263.06,64267.36,65323.2,64267.36,445.28,1.55,163881.768
08/02/2023,64267.36,64193.38,64301.59,63773.76,330.77,0.12,71896.5856
08/01/2023,64192.2,64337.3,64340.24,64003.17,762.1,-0.23,49539.721
07/31/2023,64337.52,65056.39,65075.94,64296.31,673.42,-1.1,-6505.639
07/28/2023,65056.39,65482.91,65482.91,64957.85,459.77,-0.65,22919.0185
07/27/2023,65482.91,65687.16,65730.63,65436.85,509.25,-0.31,45324.1404
07/26/2023,65687.16,65992.29,66009.8,65549.37,500.4,-0.46,35635.8366
07/25/2023,65991.02,65268.28,66017.94,65072.82,553.52,1.11,137716.0708
07/24/2023,65268.28,65012.97,65268.28,64892.11,831.5,0.41,91668.2877
07/21/2023,65003.39,63938.12,65015.76,63938.12,770.78,1.68,171354.1616
07/20/2023,63930.72,63757.23,63930.72,63745.52,1.36,0.27,80971.6821
07/19/2023,63757.23,63766.72,63835.33,63580.77,473.49,-0.01,63129.0528
07/18/2023,63766.72,62943.35,63766.72,62895.72,868.8,1.31,145399.1385
07/17/2023,62943.35,62569.73,63272.79,62439.22,710.02,0.6,100111.568
07/14/2023,62569.73,62748.94,63076.58,62441.33,600.49,-0.29,44551.7474
07/13/2023,62748.94,64046.61,64095.69,62729.77,798.47,-2.03,-65968.0083
07/12/2023,64046.93,65669.29,65669.29,63880.87,1.16,-2.47,-96533.8563
07/11/2023,65669.29,64603.69,65999.97,64516.55,844.72,1.65,171199.7785
07/10/2023,64603.69,63040.41,64674.08,63040.41,1.84,2.48,219380.6268
07/07/2023,63040.87,62023.17,63040.87,62023.17,1.23,1.65,164361.4005
07/06/2023,62019.88,61536.76,62048.05,61509,5.44,0.81,111381.5356
07/05/2023,61523.57,60720.02,61572.41,60705.92,846.32,1.33,141477.6466
07/04/2023,60715.04,61949.24,61949.24,60713.56,1.11,-1.99,-61329.7476
07/03/2023,61948.99,60991.12,61962.7,60991.12,1.21,1.61,159186.8232
