Date, Open, High, Low, Close, Volume
4/2/2022,38,38.5,37.85,38,1182300
3/2/2022,37.8,38.2,37.8,37.8,20020301
2/2/2022,37.5,38.4,37.1,37.6,5128600
1/2/2022,37,38,36.8,37.5,1874300
01/31/22,36.5,37.5,36.5,36.9,2867800
01/28/22,35.85,37.45,35.8,36.2,11041100
01/27/22,36.25,36.8,35.7,35.9,2088100
01/26/22,36.5,36.6,35.55,35.95,7084400
01/25/22,37.2,37.3,36.05,36.55,7909100
01/24/22,37.65,37.65,37,37.3,3478500
01/21/22,37.5,37.6,37.2,37.45,4757900
01/20/22,37,37.75,37,37.55,3168800
01/19/22,37.5,37.5,36.6,37,10997900
01/18/22,37.95,37.95,37.3,37.55,1004400
01/17/22,37.85,37.95,37.5,37.65,4225900
01/14/22,37.9,38,37.75,37.85,2009000
01/13/22,38,38,37.8,37.95,2428200
12/1/2022,38.2,38.3,37.75,38,5913400
11/1/2022,38.5,38.65,38.2,38.45,7366200
10/1/2022,39.45,39.5,38.25,38.5,4630700
7/1/2022,40,40,38.9,39.9,4576700
6/1/2022,40,40.1,39.55,40,5136500
5/1/2022,39,40,39,39.55,6747300
4/1/2022,38.75,39.5,38.65,39.05,4115300
3/1/2022,38,38.65,37.8,38.15,9414200
12/31/21,37.15,38,37.15,37.95,6797900
12/30/21,38.3,38.3,37.1,37.65,1352500
12/29/21,39.55,39.55,38.05,38.75,330800
12/28/21,40.1,40.1,38,39.35,1047800
12/24/21,39.55,40.1,39.55,40,4242200
12/23/21,39.5,40.25,39.05,39.95,7033100
12/22/21,38.45,39,38.2,38.65,5159400
12/21/21,37.95,38.45,37.8,38.05,4404400
12/20/21,37.9,38.5,37.75,38,9517100
12/17/21,38,38,37.7,37.95,2245600
12/16/21,37.8,38,37.65,37.75,6317300
12/15/21,37.4,37.9,37.4,37.7,9682800
12/14/21,38,38.2,37.3,37.75,9801200
10/12/2021,37.9,38,37.6,37.8,7431200
9/12/2021,36.65,37.55,36.5,36.95,12216600
8/12/2021,37,37,36.5,36.6,10120600
7/12/2021,36.9,36.95,36,36.5,12844300
6/12/2021,37.05,37.2,36.5,36.95,5032000
3/12/2021,37.85,37.85,36.8,37.05,6319400
2/12/2021,38,38.45,37.5,37.9,9865300
1/12/2021,37.95,38.25,37.6,37.9,11304200
11/30/21,38,38.15,37.55,37.95,15651000
11/29/21,38,38.5,37,38.05,8976600
11/26/21,37.5,38.5,37.05,38,62798301
11/25/21,36.5,37.5,36.5,37,24867699
11/24/21,38,38,36.6,36.95,15040900
11/23/21,37.95,38.25,36.75,37.55,6190100
11/22/21,38.8,39,36.05,37.95,3760000
11/19/21,39.7,39.7,38.55,39.25,16376700
11/18/21,39.85,39.95,39.6,39.7,2667100
11/17/21,40,40.1,39.55,39.85,6123300
11/16/21,40.2,40.2,40,40.05,744000
11/15/21,40.2,40.3,39.85,40.05,7309400
12/11/2021,40.35,40.5,40,40.2,6007400
11/11/2021,40.05,40.6,40,40.5,15630100
10/11/2021,40.1,40.9,40.05,40.5,8330900
9/11/2021,40,40.35,39.9,40.1,15943500
8/11/2021,40.15,40.7,39.9,40.05,2162200
5/11/2021,40.8,40.8,39.5,40.2,4074300
4/11/2021,41.45,41.5,40.5,41.05,4115800
3/11/2021,41.5,41.8,41.25,41.6,8129600
2/11/2021,41.5,42,41.5,41.65,3619800
1/11/2021,42.7,42.75,41.6,41.95,2655400
10/29/21,42.5,43,42.1,42.8,4171800
10/28/21,42.2,43.1,42,42.85,3650300
10/27/21,42.2,42.2,41.85,42,3569600
10/26/21,41.8,42.2,41.5,42.05,1093400
10/25/21,42.5,42.95,41.7,42.35,9908300
10/22/21,42.5,43.1,42.25,42.95,2725100
10/21/21,42.5,42.85,42.4,42.5,9642700
10/19/21,43,43,42,42.15,6477500
10/18/21,43,43.2,42.3,42.9,5229800
10/15/21,42.55,43.55,42.5,43.1,11272800
10/14/21,42,42.55,41.85,42.45,2458200
10/13/21,42.1,42.35,41.65,42,482500
12/10/2021,41.65,42.2,41.6,41.85,10915100
8/10/2021,42,42.35,41.55,41.65,22194199
7/10/2021,42.95,42.95,42.05,42.35,2423000
6/10/2021,43.5,43.5,42.5,42.95,13218200
5/10/2021,43.6,43.7,42.65,42.95,6028700
4/10/2021,44,44,43,43.6,5958000
1/10/2021,42,44,42,43.2,2299500
09/30/21,41.65,42.75,41.3,42.1,6713400
09/29/21,41.6,42.5,41.15,41.65,3495900
09/28/21,41.8,41.85,41.4,41.55,2098200
09/27/21,41.95,42.05,41.7,41.85,7587400
09/24/21,41.8,42,41.75,41.8,1225100
09/23/21,42,42.4,41.8,41.95,7496400
09/22/21,41.65,42,41.65,41.85,7928200
09/21/21,42.65,43,41.5,41.8,11426100
09/20/21,43.15,43.5,42.45,42.9,1645900
09/17/21,42.6,43.9,42.6,43.2,3732700
09/16/21,42.5,43,42.5,42.65,9420400
09/15/21,42.35,43,42.35,42.45,6201000
09/14/21,42.35,43,42.2,42.45,5672500
09/13/21,42.5,42.8,42.25,42.4,9208200
10/9/2021,42.2,42.55,42,42.5,4192100
9/9/2021,42.1,42.6,42.1,42.5,7335800
8/9/2021,41.95,42.15,41.8,42,5013700
7/9/2021,41.5,42,41.4,41.6,5436400
6/9/2021,42.15,42.4,41.8,42.15,2349500
3/9/2021,42.45,42.45,42,42.15,2360600
2/9/2021,42.6,42.6,42.25,42.45,1743000
1/9/2021,42.4,42.95,42,42.6,6425500
08/31/21,43.6,44,42.05,42.6,6505200
08/30/21,44.3,44.3,43.6,43.7,614400
08/27/21,44.3,44.9,43.65,44.35,1947700
08/26/21,44.3,45,44,44.45,8272700
08/25/21,44.95,44.95,44,44.6,6118200
08/24/21,44.45,45,44,44.95,2803400
08/23/21,44.3,45.25,44,44.95,7715500
08/20/21,43.85,44.75,43.6,44.45,5049400
08/19/21,44.2,44.2,43.6,43.85,25494801
08/18/21,45,45,43.65,44.2,4263100
08/17/21,43.65,45.25,43.6,44.9,11965700
08/16/21,43.2,44.25,43,43.6,5818000
08/13/21,43.2,43.25,42.85,43,509200
12/8/2021,43.1,43.2,42.7,43,1311600
11/8/2021,42.95,43,42.5,42.95,7164800
10/8/2021,43,43.2,42.7,42.95,3824400
9/8/2021,42.1,43.2,42,42.95,15584900
6/8/2021,41.3,42.75,41.3,42.1,3268000
5/8/2021,41.1,41.65,41.1,41.25,7336300
4/8/2021,41.05,41.2,41.05,41.1,752200
3/8/2021,41.3,41.3,41,41.05,3433600
2/8/2021,41.5,41.55,41,41.4,3375700
07/30/21,42,42.35,41.75,41.95,9102400
07/29/21,41.55,42.15,41.55,41.9,3728700
07/28/21,42,42.55,41.3,41.75,3179300
07/27/21,42.75,42.8,41.1,41.8,3433400
07/26/21,43,43,42.55,42.8,754600
07/23/21,42.8,43,42.55,42.8,6664300
07/22/21,42.95,42.95,42.5,42.8,4880100
07/21/21,42.5,42.9,42.5,42.8,8159300
07/19/21,42.9,42.9,41.75,42.6,5471700
07/16/21,42.9,42.9,42.3,42.6,7553700
07/15/21,42.2,42.95,41.55,42.6,3754200
07/14/21,41.5,42.4,41.2,41.75,1736900
07/13/21,41,41.5,40.7,41.2,6093200
12/7/2021,41.3,41.4,40.65,41.15,1212400
9/7/2021,41.2,41.45,41.2,41.25,4145900
8/7/2021,41.4,41.5,41.05,41.4,2191900
7/7/2021,42,42,41,41.4,6559400
6/7/2021,41.4,41.5,41.2,41.3,8916600
5/7/2021,41.3,41.5,41.25,41.4,3303100
2/7/2021,41.25,42,41.2,41.35,10369000
1/7/2021,41.75,42.45,41.25,42,6616500
06/30/21,41,42,41,41.45,1567300
06/29/21,40.9,41.75,40.55,40.85,5822600
06/28/21,41,41,40.45,40.7,5135400
06/25/21,41,41.25,40.5,40.75,7035700
06/24/21,41.25,41.25,40.8,40.95,9055800
06/23/21,41,41.3,41,41.15,5347200
06/22/21,41.5,41.5,41.05,41.3,18738600
06/21/21,41.25,41.4,41,41.3,2453100
06/18/21,41.9,41.95,41.05,41.25,12133300
06/17/21,41.9,41.95,41.25,41.6,1814900
06/16/21,41.45,42.2,41.45,41.95,9027100
06/15/21,41.5,42,41.3,41.6,4987800
06/14/21,41.25,41.7,41.25,41.45,805800
11/6/2021,41.3,41.8,41,41.25,20279400
10/6/2021,41,41.55,41,41.25,6835900
9/6/2021,41.05,41.5,41,41,12544200
8/6/2021,40.6,41.2,40.6,40.95,1140500
7/6/2021,40.55,41,40.5,40.55,3101100
4/6/2021,41.1,41.1,40.2,40.5,1004200
3/6/2021,41.3,41.75,40.5,41,4545100
2/6/2021,41.85,41.85,40.3,41.1,5847500
05/31/21,41.8,41.8,40,40.85,1955700
05/28/21,40.5,42.2,40,41.85,14150900
05/27/21,41.9,41.9,39.25,40.35,13876200
05/26/21,42.75,42.8,41.1,41.8,6141500
05/25/21,42.5,43.1,42.05,42.75,19488900
05/24/21,40.85,43.45,40.85,41.75,8560800
05/21/21,39.45,40.1,39.05,39.5,10058400
05/20/21,39,39.95,38.1,38.9,3253700
05/19/21,38.3,39,37.8,38.05,20924500
05/18/21,39,39,38.1,38.35,7811900
05/17/21,39.4,39.5,38.65,39,24876500
05/13/21,39.9,39.9,39,39.4,2321100
12/5/2021,40.05,40.55,39.6,40.1,5833200
11/5/2021,40.8,40.95,40,40.6,12185800
10/5/2021,40.65,41.25,40.65,40.85,3927500
7/5/2021,40.7,40.9,40.65,40.8,15341400
6/5/2021,40.5,40.85,40.3,40.65,10568600
5/5/2021,40.55,40.75,40.45,40.5,4582700
4/5/2021,40.55,41,40.45,40.75,9132400
3/5/2021,40.5,41,40.3,40.5,3331500
04/30/21,40.25,40.65,40,40.35,10465400
04/29/21,40.5,41,40,40.35,10140200
04/28/21,39,40.2,39,39.9,11071200
04/27/21,39,39.6,39,39.35,10080800
04/26/21,38.5,39.2,38.4,39,6809000
04/23/21,39.1,39.1,38,38.8,2854800
04/22/21,38.8,39.25,38.8,39.1,2293400
04/21/21,38.6,39.25,38.5,39,9418500
04/20/21,38.2,38.9,38,38.4,5128500
04/19/21,38,38.4,37.8,38,2238300
04/16/21,38.15,38.55,38.15,38.4,5569200
04/15/21,37.35,38.45,37.35,38.15,7139700
04/14/21,37,37.5,36.7,37.1,7655200
04/13/21,36.5,37,36.5,36.65,8410100
12/4/2021,36.3,37,36.3,36.55,3348200
9/4/2021,36.25,36.4,36,36.3,8004600
8/4/2021,36.25,36.7,36,36.15,10535500
7/4/2021,36.95,37,36.5,36.8,17077301
6/4/2021,37.05,37.05,36.4,36.75,2456300
1/4/2021,36.5,37.3,36.15,37.05,7286500
03/31/21,37.25,37.25,35.8,36.25,14718400
03/30/21,37.7,38,36.95,37.35,16954900
03/29/21,38,38.45,37.4,37.6,8527800
03/26/21,38.5,39,38.5,38.75,3904500
03/25/21,39.5,39.95,38.9,39.5,2262900
03/24/21,39.75,39.75,39,39.45,8307800
03/23/21,39.05,39.5,39.05,39.45,8991700
03/22/21,38.7,39.25,38.5,38.9,7901600
03/19/21,38.25,39,38.2,38.6,3192500
03/18/21,37.65,38.4,37.6,38.1,1857800
03/17/21,37.5,38,37.4,37.55,232900
03/16/21,37.4,38,37,37.4,8374200
03/15/21,37.1,37.5,37.05,37.35,7024800
12/3/2021,37.5,37.5,36.75,37.1,3094100
11/3/2021,37.7,38.1,36.95,37.55,9576300
10/3/2021,36.3,38.5,36.3,37.55,15450500
9/3/2021,36,36.9,35.5,36.15,7272100
8/3/2021,37.7,37.7,35.5,35.9,8741900
5/3/2021,37.45,38,37,37.3,2917100
4/3/2021,38,38,37.05,37.85,11565600
3/3/2021,38.7,38.95,37.5,38,1498800
2/3/2021,38.55,38.75,38,38.6,10457400
1/3/2021,38.5,39,38.1,38.7,5745000
02/26/21,38.9,39,38.1,38.75,4880400
02/25/21,38.9,39,38.7,39,5449000
02/24/21,38.8,39,38.55,39,9979400
02/23/21,38.55,39.25,38.55,39,21385900
02/22/21,39,39.05,38,38.9,12603100
02/19/21,38.5,38.95,38.45,38.75,7395700
02/18/21,38.55,38.9,38.1,38.45,2235000
02/17/21,38.6,38.9,38.35,38.75,7737700
02/16/21,39,39,38.25,38.5,5197800
02/15/21,39.25,39.25,38.55,39.05,6090000
12/2/2021,37.85,39,37.8,38.35,2847000
11/2/2021,36.65,38,36.65,37.8,3948700
10/2/2021,36.6,36.85,36,36.4,2833100
9/2/2021,36,37,36,36.6,8129600
8/2/2021,35.75,36.25,35.75,35.95,2542000
5/2/2021,36.95,37,35.75,36.2,226400
