Date, Open, High, Low, Close, Volume
5/5/2022,144,144,140,142.5,16400
4/5/2022,144,144,143,144,124600
04/28/22,144,144,143.5,144,11300
04/27/22,144.75,145,143.75,144.25,12900
04/26/22,145.5,147,144.75,145,129700
04/25/22,146,147,145,145,45200
04/22/22,148,148,144,144.75,53500
04/21/22,148.75,148.75,145.75,146,162800
04/20/22,147,150,145,146,51900
04/19/22,150,150,146,147,11100
04/14/22,149,150,148,148.25,50400
04/13/22,149,149.5,148,148.25,215000
12/4/2022,149.5,149.5,149,149,27800
11/4/2022,150,150,148.5,149.5,10800
8/4/2022,149.5,150,149.5,150,13600
7/4/2022,151.25,151.25,149.5,150,332600
6/4/2022,152,152,150.75,151.25,700
5/4/2022,151,151,150,150.75,13100
4/4/2022,151,151,150,151,203100
1/4/2022,149.5,154,149.5,150.75,51400
03/31/22,150,150,150,150,151900
03/30/22,150.5,150.5,150,150,4600
03/29/22,152,152,150,151,23600
03/28/22,153,155,150,150.25,74500
03/25/22,149.75,150,149,149.75,182300
03/24/22,150,150,148.75,149,409900
03/23/22,149,149,148,148.5,436600
03/22/22,150,150,146.25,149,353300
03/21/22,150,150,149.75,150,275900
03/18/22,152,152,148.5,149.5,38900
03/17/22,149.75,150,148,149,94300
03/16/22,150,150,149.75,150,10800
03/15/22,152,152,149.5,150,131500
03/14/22,153,153,150,150,78000
11/3/2022,153.75,153.75,150,153,102800
10/3/2022,148,155,148,154.5,169700
9/3/2022,156.25,156.25,145,155,21600
8/3/2022,158,158,156.5,157.25,2100
7/3/2022,157,160,157,159.25,6500
4/3/2022,156.5,157,156.25,156.75,401300
3/3/2022,156.25,158,156.25,156.25,324500
2/3/2022,155.75,156.25,155.75,156.25,223500
1/3/2022,158,158,156.25,156.5,52400
02/28/22,159,160,159,159,27600
02/25/22,156,159.5,156,159,227900
02/24/22,163,164,158,160,379200
02/23/22,163.75,163.75,160,161.75,7900
02/22/22,164.75,164.75,162,162,1061000
02/21/22,162,162.25,162,162,21000
02/18/22,161,163,160.25,162,237300
02/17/22,161,163,160,160,486800
02/16/22,160,162,160,160.75,27000
02/15/22,164.75,164.75,160,160,305200
02/14/22,157.5,162.5,157.5,160.5,2500
11/2/2022,162,162,158,160,936900
10/2/2022,164.75,164.75,162,163.5,38200
9/2/2022,163,165,163,163.5,164600
8/2/2022,164,165,162,163,9200
7/2/2022,162.25,165,162,162.75,3700
4/2/2022,165,165,163,163.25,2200
3/2/2022,165,165,163.25,164.75,267700
2/2/2022,169,169,165,167,1500
1/2/2022,165,165,164,165,172300
01/31/22,164,170,162,165,874800
01/28/22,160,170.5,157,161,2022800
01/27/22,156,158,155,155,1216000
01/26/22,158,158,156,157.25,1100
01/25/22,157,157,155,156.5,13700
01/24/22,157,159,156,157.5,26800
01/21/22,157.5,159,157.5,159,2600
01/20/22,160,160,156,157.5,4000
01/19/22,160,160,155,157.5,1600
01/18/22,158.5,159.5,158.5,159,17000
01/17/22,154,163,154,158.25,1700
01/14/22,155,160,153,158.25,135700
01/13/22,155.25,160,150,151.5,847800
12/1/2022,160,161,160,160,8300
11/1/2022,161,161,161,161,100
10/1/2022,164.5,164.5,160,163.25,9100
7/1/2022,165,165,164.25,164.75,3200
6/1/2022,164,165,160,160.75,2800
5/1/2022,164,165,160,163.75,900
4/1/2022,165,165,165,165,87200
3/1/2022,156,168,156,165.5,1000
12/31/21,160,166,160,165,144700
12/30/21,165,168,165,165.25,50700
12/29/21,169,169,165,167.75,3400
12/28/21,167,168,167,168,560400
12/24/21,167,168,167,168,675800
12/23/21,165,166,165,165,186600
12/22/21,165,168,161,164.5,163700
12/21/21,155,162,155,161.75,71500
12/20/21,151,155,150.5,151,163200
12/17/21,151,162,148,148.25,2816500
12/16/21,149,150,149,150,114700
12/15/21,150,150,148.5,149,106300
12/14/21,150,150,149,149,113300
10/12/2021,150,150,148.5,149,28300
9/12/2021,148.5,150,148.5,149.5,736300
8/12/2021,150,152,149,150.5,576700
7/12/2021,150,151,148.5,150,30200
6/12/2021,149.5,151,148,148.5,34200
3/12/2021,149,150.5,149,150,248700
2/12/2021,151.5,151.5,149,149.75,230600
1/12/2021,152,152,151.25,152,49400
11/30/21,155,155,151.25,153,253100
11/29/21,154,155,153.75,154.5,16200
11/26/21,155,155,150,154,8700
11/25/21,153,155,153,153.5,556300
11/24/21,158,158,153,155,326500
11/23/21,157.75,158,157,157.5,10300
11/22/21,156.25,159,156.25,158,281700
11/19/21,160,160,155,157,152900
11/18/21,157.5,162,156,158.75,2400
11/17/21,161,161,157,158.5,109800
11/16/21,162,162,160,160.25,19100
11/15/21,161,161,159.5,160,759700
12/11/2021,162.5,162.5,160,162.25,659400
11/11/2021,162,163,160,162.75,234600
10/11/2021,165,165,163,164,155400
9/11/2021,161,165,160,165,204100
8/11/2021,169,169,164,165.25,50300
5/11/2021,169,169,168,169,60800
4/11/2021,169.5,169.5,169,169,13200
3/11/2021,169,170,169,169.25,251000
2/11/2021,165,169,165,167,127600
1/11/2021,168,168,165.25,165.75,146900
10/29/21,165.25,169,165,166,76100
10/28/21,166,166,165,165,1096900
10/27/21,167,167,165,166,118600
10/26/21,169,169,165.75,166,180300
10/25/21,168,168,167,167,4800
10/22/21,169,170,168,169.25,76500
10/21/21,169,172,169,170,4000300
10/19/21,164,170,164,165,533500
10/18/21,165,165,164.5,164.75,300100
10/15/21,164,167,164,164.75,319900
10/14/21,163,163.5,162.75,163,292100
10/13/21,165,165,162.5,163.5,19400
12/10/2021,164.75,165,162,164.75,1095200
8/10/2021,165,165,162,164.75,10100
7/10/2021,167,167,165,165,28200
6/10/2021,167,167,165,166.75,441800
5/10/2021,170,170,165,166.5,212100
4/10/2021,172,172,169,170.25,7800
1/10/2021,173,173,172,172,1000
09/30/21,173,173,170,170.75,12900
09/29/21,175,175,172,172,1615800
09/28/21,173.75,174,173.75,174,7100
09/27/21,175,175,173.75,174,3800
09/24/21,173.25,174.75,173.25,173.5,2600
09/23/21,173.5,174,173.5,173.5,415200
09/22/21,174,174,173,173.25,14300
09/21/21,175,175,174,174,3207400
09/20/21,175,176,173.5,175,229500
09/17/21,175,176,175,176,20500
09/16/21,175.25,178,175,175,19200
09/15/21,174.75,175,174.25,175,51600
09/14/21,175,175,174.25,175,532900
09/13/21,174.75,175,174.5,174.75,28800
10/9/2021,175,175,174.5,175,128100
9/9/2021,173,176,173,175,66800
8/9/2021,176,176,175,175,153800
7/9/2021,173,177,173,175.5,6600
6/9/2021,172,175,170.5,171.25,4100
3/9/2021,176,177,175,175.5,500700
2/9/2021,176.75,178.5,175.5,175.75,37600
1/9/2021,176.5,177,176.5,176.75,15600
08/31/21,178.5,178.5,175.25,175.75,287900
08/30/21,178,179,178,178.5,2100
08/27/21,179,179,178.5,178.5,55300
08/26/21,177,178.5,175,178,77500
08/25/21,178.5,178.5,175,175.75,78000
08/24/21,180,180,178,178.5,260900
08/23/21,180,180,179,180,41800
08/20/21,180,180,180,180,467800
08/19/21,180,180,180,180,61500
08/18/21,180,180.75,180,180,718600
08/17/21,179,181,179,180,5066600
08/16/21,178,179,177,177,801700
08/13/21,179,179,178,179,100500
12/8/2021,179,179.5,179,179,131300
11/8/2021,179,179.5,178,179,358400
10/8/2021,180,180,177,179.25,37400
9/8/2021,180,180,175,179.25,56800
6/8/2021,184.75,184.75,178,179,435300
5/8/2021,180.5,180.5,178,178.5,21400
4/8/2021,179.5,180,179,179.75,64400
3/8/2021,183,183,180,180,214400
2/8/2021,182,183,182,182.25,4600
07/30/21,183,183,175,179.5,79500
07/29/21,184,185,183.5,184.5,320200
07/28/21,183.25,186,180,183,20100
07/27/21,185,186,184,184,893500
07/26/21,187,187,184,186,7200
07/23/21,188,188,184,184.5,19300
07/22/21,184,187.75,184,184,140000
07/21/21,187,187,183,183,13000
07/19/21,188,188,185,187.75,6100
07/16/21,181.5,188,181.5,187,3400
07/15/21,187.5,189,187.5,188.25,3100
07/14/21,188.5,188.5,187.5,187.5,224200
07/13/21,189,189,182.25,188.25,44400
12/7/2021,189,189,180,184.5,46000
9/7/2021,185.5,189,181,187.5,2311600
8/7/2021,184.75,189,184.75,187,394300
7/7/2021,180,185.5,180,184.75,8000
6/7/2021,185,185.5,180,184.75,11900
5/7/2021,184,185,184,184.5,3900
2/7/2021,180,185.25,179,181,179400
1/7/2021,180,180,180,180,6600
06/30/21,180,183,180,180.75,66000
06/29/21,185,185,180,180.5,75800
06/28/21,181.5,185,180,181.5,437700
06/25/21,185,185,180,181.5,191800
06/24/21,180,180,179.75,180,107600
06/23/21,185,185,180,185,52400
06/22/21,189,189.75,185.25,189,598700
06/21/21,191,191,185,190,168700
06/18/21,191,193,177,189,108400
06/17/21,192,194,192,193.75,1131900
06/16/21,191,192,190,191,74200
06/15/21,190,190.25,190,190.25,40900
06/14/21,190,191,190,190,527900
11/6/2021,190.5,190.5,190,190,30600
10/6/2021,190,190.25,190,190,965300
9/6/2021,190,190,187,190,354300
8/6/2021,191,191,190,190,161700
7/6/2021,190,191,187,190,1395100
4/6/2021,191,191,186,190,105400
3/6/2021,186,190,186,190,313100
2/6/2021,185.25,190,185,189.5,2031400
05/31/21,186.25,186.25,185,185.25,79900
05/28/21,186,188,185,186.25,20000
05/27/21,180,186,180,185.25,2984100
05/26/21,181,181,180,180.5,9800
05/25/21,179,182,179,181,204500
05/24/21,174.75,185,174.75,180,1361500
05/21/21,174,174,172.75,174,190700
05/20/21,174,174,172.5,173.75,136300
05/19/21,173,174,172.5,174,42300
05/18/21,172,173.5,172,173.25,227200
05/17/21,172,173,170,171.5,168400
05/13/21,172,173,171.5,172.25,214600
12/5/2021,172,172,171.25,172,10200
11/5/2021,172,173,171.75,171.75,486500
10/5/2021,171.75,173,171.75,171.75,51800
7/5/2021,173,173,171.5,171.75,1700
6/5/2021,171,173,170.75,171.25,364000
5/5/2021,168.75,170,168.75,169.25,1400
4/5/2021,171,171,170,170,84000
3/5/2021,170,171.5,170,171,20900
04/30/21,169,170,168.25,169.75,64400
04/29/21,170,172,170,171,13100
04/28/21,169,169,165,168.75,32000
04/27/21,170,170,165,167.75,2900
04/26/21,168,169,168,168.5,1900
04/23/21,170,170.75,170,170,132400
04/22/21,170.25,170.25,170,170,326500
04/21/21,170,172,170,170,254300
04/20/21,173,173,170,170.25,64600
04/19/21,171,173,171,172.5,800
04/16/21,170,171,170,170,82400
04/15/21,169.75,170.25,169.75,170,133200
04/14/21,170,170,165.25,169.25,13500
04/13/21,165.75,170,165.75,169.75,2009100
12/4/2021,164,166,164,165.75,383500
9/4/2021,164,164.25,160.75,163.75,6700
8/4/2021,158.25,164,158,159.25,38400
7/4/2021,159,160,158,158.25,988300
6/4/2021,160,160,156,158,599800
1/4/2021,159,160,158,158,825100
03/31/21,159,160,156.25,158,147300
03/30/21,156,160,154,156,1755300
03/29/21,167,167,155,158.5,326400
03/26/21,168,169,167.5,167.75,35200
03/25/21,169.5,169.5,168,168,269700
03/24/21,170,170,169.5,169.5,129600
03/23/21,170,170,169,170,222300
03/22/21,170,172,168,170,95700
03/19/21,170,170.5,170,170,38600
03/18/21,174.75,174.75,170,172,8700
03/17/21,175.25,175.25,172,174.25,22200
03/16/21,175,175.25,174,175,726700
03/15/21,177,177,173,175,563100
12/3/2021,178,178,175,175.25,483000
11/3/2021,176,177,175,175.5,1022400
10/3/2021,172,175,172,174.75,1405100
9/3/2021,170,172,170,170,86500
8/3/2021,170,170,167,168.5,19100
5/3/2021,168,170,167,169,15200
4/3/2021,165,168,165,167,603600
3/3/2021,167.25,167.25,165,167,166100
2/3/2021,169,169,166,167.25,42900
1/3/2021,166.5,169,166.5,167.5,433300
02/26/21,166,169,166,166,224600
02/25/21,165,166,165,165.75,825000
02/24/21,168,169,167,168,399600
02/23/21,165,170,165,168.5,442100
02/22/21,172,172,169,169.25,47300
02/19/21,171,172,169.75,171,541400
02/18/21,174,174,161.5,173,250200
02/17/21,174,174,173,173,965100
02/16/21,175,175,173,174.5,378700
02/15/21,176,176,175,175.5,170800
12/2/2021,177,178,172,175,450400
11/2/2021,178.5,178.5,172.25,177.25,836200
10/2/2021,172,179,172,177.5,902400
9/2/2021,170,170.75,170,170.25,53700
8/2/2021,167,170,165.5,169.75,80200
5/2/2021,164,167,164,165.25,222900
4/2/2021,156,163,156,162.75,110700
3/2/2021,155,163,155,156.75,163800
